municipality,reporting_unit,contest,candidate,votes,county,ctv
KENOSHA,CITY OF KENOSHA WARDS 29,PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,41,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,PRESIDENT / VICE PRESIDENT,GRN JILL STEIN / RUDOLPH WARE,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,PRESIDENT / VICE PRESIDENT,"WTP ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,PRESIDENT / VICE PRESIDENT,PSL CLAUDIA DE LA CRUZ / KARINA GARCIA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,PRESIDENT / VICE PRESIDENT,JFA CORNEL WEST / MELINA ABDULLAH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,PRESIDENT / VICE PRESIDENT,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,UNITED STATES SENATOR,DEM TAMMY BALDWIN,123,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,UNITED STATES SENATOR,REP ERIC HOVDE,29,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,UNITED STATES SENATOR,DTC PHIL ANDERSON,7,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,UNITED STATES SENATOR,AFT THOMAS LEAGER,6,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,UNITED STATES SENATOR,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,REPRESENTATIVE IN CONGRESS,DEM PETER BARCA,114,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,REPRESENTATIVE IN CONGRESS,REP BRYAN STEIL,46,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,REPRESENTATIVE IN CONGRESS,"GRN CHESTER TODD, JR.",5,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,REPRESENTATIVE IN CONGRESS,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,STATE SENATOR DISTRICT 22,DEM ROBERT W. WIRCH,149,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,STATE SENATOR DISTRICT 22,WRITE-IN NA,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,DEM BEN DESMIDT,118,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,REP BRIAN GONZALES,41,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,DISTRICT ATTORNEY,DEM CARLI MCNEILL,117,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,DISTRICT ATTORNEY,REP XAVIER SOLIS,43,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,DISTRICT ATTORNEY,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,COUNTY CLERK,DEM REGI WALIGORA,149,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,COUNTY CLERK,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,COUNTY TREASURER,DEM TERI JACOBSON,147,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,COUNTY TREASURER,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,REGISTER OF DEEDS,DEM JENNIFER MACK,145,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,REGISTER OF DEEDS,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,STATE REFERENDUM,YES NA,133,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,STATE REFERENDUM,NO NA,24,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,277,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,166,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,PRESIDENT / VICE PRESIDENT,"WTP ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",3,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,PRESIDENT / VICE PRESIDENT,GRN JILL STEIN / RUDOLPH WARE,3,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,PRESIDENT / VICE PRESIDENT,PSL CLAUDIA DE LA CRUZ / KARINA GARCIA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,PRESIDENT / VICE PRESIDENT,JFA CORNEL WEST / MELINA ABDULLAH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,PRESIDENT / VICE PRESIDENT,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,UNITED STATES SENATOR,DEM TAMMY BALDWIN,269,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,UNITED STATES SENATOR,REP ERIC HOVDE,140,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,UNITED STATES SENATOR,DTC PHIL ANDERSON,19,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,UNITED STATES SENATOR,AFT THOMAS LEAGER,12,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,UNITED STATES SENATOR,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,REPRESENTATIVE IN CONGRESS,DEM PETER BARCA,253,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,REPRESENTATIVE IN CONGRESS,REP BRYAN STEIL,157,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,REPRESENTATIVE IN CONGRESS,"GRN CHESTER TODD, JR.",23,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,REPRESENTATIVE IN CONGRESS,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,STATE SENATOR DISTRICT 22,DEM ROBERT W. WIRCH,347,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,STATE SENATOR DISTRICT 22,WRITE-IN NA,18,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,DEM BEN DESMIDT,256,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,REP BRIAN GONZALES,170,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,WRITE-IN NA,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,DISTRICT ATTORNEY,DEM CARLI MCNEILL,259,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,DISTRICT ATTORNEY,REP XAVIER SOLIS,165,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,DISTRICT ATTORNEY,WRITE-IN NA,3,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,COUNTY CLERK,DEM REGI WALIGORA,342,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,COUNTY CLERK,WRITE-IN NA,17,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,COUNTY TREASURER,DEM TERI JACOBSON,344,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,COUNTY TREASURER,WRITE-IN NA,15,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,REGISTER OF DEEDS,DEM JENNIFER MACK,332,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,REGISTER OF DEEDS,WRITE-IN NA,15,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,STATE REFERENDUM,YES NA,312,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,STATE REFERENDUM,NO NA,104,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,378,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,279,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,4,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,PRESIDENT / VICE PRESIDENT,JFA CORNEL WEST / MELINA ABDULLAH,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,PRESIDENT / VICE PRESIDENT,"WTP ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,PRESIDENT / VICE PRESIDENT,GRN JILL STEIN / RUDOLPH WARE,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,PRESIDENT / VICE PRESIDENT,PSL CLAUDIA DE LA CRUZ / KARINA GARCIA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,PRESIDENT / VICE PRESIDENT,WRITE-IN NA,3,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,UNITED STATES SENATOR,DEM TAMMY BALDWIN,369,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,UNITED STATES SENATOR,REP ERIC HOVDE,258,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,UNITED STATES SENATOR,DTC PHIL ANDERSON,23,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,UNITED STATES SENATOR,AFT THOMAS LEAGER,13,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,UNITED STATES SENATOR,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,REPRESENTATIVE IN CONGRESS,DEM PETER BARCA,348,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,REPRESENTATIVE IN CONGRESS,REP BRYAN STEIL,277,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,REPRESENTATIVE IN CONGRESS,"GRN CHESTER TODD, JR.",26,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,REPRESENTATIVE IN CONGRESS,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,STATE SENATOR DISTRICT 22,DEM ROBERT W. WIRCH,503,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,STATE SENATOR DISTRICT 22,WRITE-IN NA,29,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,DEM BEN DESMIDT,360,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,REP BRIAN GONZALES,283,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,DISTRICT ATTORNEY,DEM CARLI MCNEILL,377,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,DISTRICT ATTORNEY,REP XAVIER SOLIS,265,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,DISTRICT ATTORNEY,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,COUNTY CLERK,DEM REGI WALIGORA,502,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,COUNTY CLERK,WRITE-IN NA,29,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,COUNTY TREASURER,DEM TERI JACOBSON,497,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,COUNTY TREASURER,WRITE-IN NA,28,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,REGISTER OF DEEDS,DEM JENNIFER MACK,492,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,REGISTER OF DEEDS,WRITE-IN NA,26,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,STATE REFERENDUM,YES NA,469,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,STATE REFERENDUM,NO NA,168,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,108,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,105,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,PRESIDENT / VICE PRESIDENT,"WTP ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,PRESIDENT / VICE PRESIDENT,GRN JILL STEIN / RUDOLPH WARE,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,PRESIDENT / VICE PRESIDENT,PSL CLAUDIA DE LA CRUZ / KARINA GARCIA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,PRESIDENT / VICE PRESIDENT,JFA CORNEL WEST / MELINA ABDULLAH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,PRESIDENT / VICE PRESIDENT,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,UNITED STATES SENATOR,DEM TAMMY BALDWIN,103,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,UNITED STATES SENATOR,REP ERIC HOVDE,102,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,UNITED STATES SENATOR,AFT THOMAS LEAGER,6,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,UNITED STATES SENATOR,DTC PHIL ANDERSON,3,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,UNITED STATES SENATOR,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,REPRESENTATIVE IN CONGRESS,DEM PETER BARCA,109,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,REPRESENTATIVE IN CONGRESS,REP BRYAN STEIL,98,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,REPRESENTATIVE IN CONGRESS,"GRN CHESTER TODD, JR.",7,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,REPRESENTATIVE IN CONGRESS,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,STATE SENATOR DISTRICT 22,DEM ROBERT W. WIRCH,154,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,STATE SENATOR DISTRICT 22,WRITE-IN NA,7,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,REP BRIAN GONZALES,105,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,DEM BEN DESMIDT,104,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,DISTRICT ATTORNEY,DEM CARLI MCNEILL,105,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,DISTRICT ATTORNEY,REP XAVIER SOLIS,101,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,DISTRICT ATTORNEY,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,COUNTY CLERK,DEM REGI WALIGORA,157,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,COUNTY CLERK,WRITE-IN NA,6,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,COUNTY TREASURER,DEM TERI JACOBSON,154,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,COUNTY TREASURER,WRITE-IN NA,6,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,REGISTER OF DEEDS,DEM JENNIFER MACK,150,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,REGISTER OF DEEDS,WRITE-IN NA,6,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,STATE REFERENDUM,YES NA,147,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 32,STATE REFERENDUM,NO NA,50,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,455,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,323,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,PRESIDENT / VICE PRESIDENT,"WTP ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",7,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,PRESIDENT / VICE PRESIDENT,GRN JILL STEIN / RUDOLPH WARE,6,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,5,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,3,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,PRESIDENT / VICE PRESIDENT,PSL CLAUDIA DE LA CRUZ / KARINA GARCIA,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,PRESIDENT / VICE PRESIDENT,JFA CORNEL WEST / MELINA ABDULLAH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,PRESIDENT / VICE PRESIDENT,WRITE-IN NA,5,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,UNITED STATES SENATOR,REP ERIC HOVDE,430,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,UNITED STATES SENATOR,DEM TAMMY BALDWIN,340,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,UNITED STATES SENATOR,DTC PHIL ANDERSON,13,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,UNITED STATES SENATOR,AFT THOMAS LEAGER,8,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,UNITED STATES SENATOR,WRITE-IN NA,4,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,REPRESENTATIVE IN CONGRESS,REP BRYAN STEIL,438,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,REPRESENTATIVE IN CONGRESS,DEM PETER BARCA,331,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,REPRESENTATIVE IN CONGRESS,"GRN CHESTER TODD, JR.",23,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,REPRESENTATIVE IN CONGRESS,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,STATE SENATOR DISTRICT 22,DEM ROBERT W. WIRCH,543,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,STATE SENATOR DISTRICT 22,WRITE-IN NA,35,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,REP BRIAN GONZALES,435,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,DEM BEN DESMIDT,329,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,WRITE-IN NA,4,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,DISTRICT ATTORNEY,REP XAVIER SOLIS,415,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,DISTRICT ATTORNEY,DEM CARLI MCNEILL,348,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,DISTRICT ATTORNEY,WRITE-IN NA,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,COUNTY CLERK,DEM REGI WALIGORA,535,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,COUNTY CLERK,WRITE-IN NA,34,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,COUNTY TREASURER,DEM TERI JACOBSON,537,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,COUNTY TREASURER,WRITE-IN NA,30,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,REGISTER OF DEEDS,DEM JENNIFER MACK,533,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,REGISTER OF DEEDS,WRITE-IN NA,31,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,STATE REFERENDUM,YES NA,562,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 33,STATE REFERENDUM,NO NA,168,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,346,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,256,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,PRESIDENT / VICE PRESIDENT,GRN JILL STEIN / RUDOLPH WARE,4,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,PRESIDENT / VICE PRESIDENT,"WTP ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",4,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,PRESIDENT / VICE PRESIDENT,JFA CORNEL WEST / MELINA ABDULLAH,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,PRESIDENT / VICE PRESIDENT,PSL CLAUDIA DE LA CRUZ / KARINA GARCIA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,PRESIDENT / VICE PRESIDENT,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,UNITED STATES SENATOR,REP ERIC HOVDE,309,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,UNITED STATES SENATOR,DEM TAMMY BALDWIN,259,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,UNITED STATES SENATOR,DTC PHIL ANDERSON,23,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,UNITED STATES SENATOR,AFT THOMAS LEAGER,8,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,UNITED STATES SENATOR,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,REPRESENTATIVE IN CONGRESS,REP BRYAN STEIL,322,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,REPRESENTATIVE IN CONGRESS,DEM PETER BARCA,245,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,REPRESENTATIVE IN CONGRESS,"GRN CHESTER TODD, JR.",26,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,REPRESENTATIVE IN CONGRESS,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,STATE SENATOR DISTRICT 22,DEM ROBERT W. WIRCH,397,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,STATE SENATOR DISTRICT 22,WRITE-IN NA,21,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,REP BRIAN GONZALES,333,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,DEM BEN DESMIDT,253,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,DISTRICT ATTORNEY,REP XAVIER SOLIS,309,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,DISTRICT ATTORNEY,DEM CARLI MCNEILL,267,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,DISTRICT ATTORNEY,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,COUNTY CLERK,DEM REGI WALIGORA,381,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,COUNTY CLERK,WRITE-IN NA,20,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,COUNTY TREASURER,DEM TERI JACOBSON,382,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,COUNTY TREASURER,WRITE-IN NA,17,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,REGISTER OF DEEDS,DEM JENNIFER MACK,374,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,REGISTER OF DEEDS,WRITE-IN NA,17,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,STATE REFERENDUM,YES NA,430,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 34,STATE REFERENDUM,NO NA,129,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 35,PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,13,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 35,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,4,KENOSHA,C
