ctv,reporting_unit,contest,candidate,votes,county,municipality
T,BIRCHWOOD,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,TAMMY BALDWIN,131,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,ERIC HOVDE,312,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,PHIL ANDERSON,4,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,THOMAS LEAGER,3,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,JOHN SCHIESS (WRITE-IN),0,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,KYLE KILBOURN,124,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,TOM TIFFANY,320,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,SCATTERING,0,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,JEANNE RAND BRUCE,123,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,CHANZ J GREEN,318,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,SCATTERING,0,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,AARON MARCOUX,340,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,SCATTERING,3,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,COUNTY_CLERK_ATTORNEY,ALICIA SWEARINGEN,388,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,COUNTY_CLERK_ATTORNEY,SCATTERING,3,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,COUNTY_TREASURER_ATTORNEY,NICOLE M TIMS,391,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,COUNTY_TREASURER_ATTORNEY,SCATTERING,1,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,COUNTY_REGISTER OF_DEEDS,JESSICA HEDINGER,386,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,COUNTY_REGISTER OF_DEEDS,SCATTERING,1,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,STATE_REFERENDUM QUESTION_DEEDS,YES,362,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,STATE_REFERENDUM QUESTION_DEEDS,NO,80,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,MUNICIPAL_REFERENDUM QUESTION_DEEDS,YES,NA,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,MUNICIPAL_REFERENDUM QUESTION_DEEDS,NO,NA,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,YES,NA,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,NO,NA,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,YES,NA,WASHBURN,BIRCHWOOD
T,BIRCHWOOD,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,NO,NA,WASHBURN,BIRCHWOOD
T,BROOKLYN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,KAMALA D. HARRIS / TIM WALZ,94,WASHBURN,BROOKLYN
T,BROOKLYN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DONALD J. TRUMP / JD VANCE,157,WASHBURN,BROOKLYN
T,BROOKLYN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,RANDALL TERRY / STEPHEN BRODEN,0,WASHBURN,BROOKLYN
T,BROOKLYN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHASE RUSSELL OLIVER / MIKE TER MAAT,0,WASHBURN,BROOKLYN
T,BROOKLYN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,JILL STEIN / RUDOLPH WARE,0,WASHBURN,BROOKLYN
T,BROOKLYN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CLAUDIA DE LA CRUZ / KARINA GARDA,0,WASHBURN,BROOKLYN
T,BROOKLYN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CORNEL WEST / MELINA ABDULLAH,0,WASHBURN,BROOKLYN
T,BROOKLYN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",1,WASHBURN,BROOKLYN
T,BROOKLYN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,PETER SONSKI / LAUREN ONAK (WRITE-IN),0,WASHBURN,BROOKLYN
T,BROOKLYN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHERUNDA LYNN FOX (WRITE-IN),0,WASHBURN,BROOKLYN
T,BROOKLYN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,BRIAN KIENITZ (WRITE-IN),0,WASHBURN,BROOKLYN
T,BROOKLYN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,WASHBURN,BROOKLYN
T,BROOKLYN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-I,0,WASHBURN,BROOKLYN
T,BROOKLYN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ANDRE' RAMONE MCNEIL, SR. (WRITE-IN)",0,WASHBURN,BROOKLYN
T,BROOKLYN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,SCATTERING,1,WASHBURN,BROOKLYN
T,BROOKLYN,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,TAMMY BALDWIN,90,WASHBURN,BROOKLYN
T,BROOKLYN,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,ERIC HOVDE,156,WASHBURN,BROOKLYN
T,BROOKLYN,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,PHIL ANDERSON,3,WASHBURN,BROOKLYN
T,BROOKLYN,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,THOMAS LEAGER,4,WASHBURN,BROOKLYN
T,BROOKLYN,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,JOHN SCHIESS (WRITE-IN),0,WASHBURN,BROOKLYN
T,BROOKLYN,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,BROOKLYN
T,BROOKLYN,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,KYLE KILBOURN,83,WASHBURN,BROOKLYN
T,BROOKLYN,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,TOM TIFFANY,162,WASHBURN,BROOKLYN
T,BROOKLYN,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,SCATTERING,0,WASHBURN,BROOKLYN
T,BROOKLYN,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,JEANNE RAND BRUCE,85,WASHBURN,BROOKLYN
T,BROOKLYN,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,CHANZ J GREEN,157,WASHBURN,BROOKLYN
T,BROOKLYN,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,SCATTERING,0,WASHBURN,BROOKLYN
T,BROOKLYN,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,AARON MARCOUX,162,WASHBURN,BROOKLYN
T,BROOKLYN,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,SCATTERING,0,WASHBURN,BROOKLYN
T,BROOKLYN,COUNTY_CLERK_ATTORNEY,ALICIA SWEARINGEN,197,WASHBURN,BROOKLYN
T,BROOKLYN,COUNTY_CLERK_ATTORNEY,SCATTERING,0,WASHBURN,BROOKLYN
T,BROOKLYN,COUNTY_TREASURER_ATTORNEY,NICOLE M TIMS,199,WASHBURN,BROOKLYN
T,BROOKLYN,COUNTY_TREASURER_ATTORNEY,SCATTERING,0,WASHBURN,BROOKLYN
T,BROOKLYN,COUNTY_REGISTER OF_DEEDS,JESSICA HEDINGER,197,WASHBURN,BROOKLYN
T,BROOKLYN,COUNTY_REGISTER OF_DEEDS,SCATTERING,0,WASHBURN,BROOKLYN
T,BROOKLYN,STATE_REFERENDUM QUESTION_DEEDS,YES,184,WASHBURN,BROOKLYN
T,BROOKLYN,STATE_REFERENDUM QUESTION_DEEDS,NO,58,WASHBURN,BROOKLYN
T,BROOKLYN,MUNICIPAL_REFERENDUM QUESTION_DEEDS,YES,NA,WASHBURN,BROOKLYN
T,BROOKLYN,MUNICIPAL_REFERENDUM QUESTION_DEEDS,NO,NA,WASHBURN,BROOKLYN
T,BROOKLYN,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,YES,0,WASHBURN,BROOKLYN
T,BROOKLYN,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,NO,0,WASHBURN,BROOKLYN
T,BROOKLYN,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,YES,NA,WASHBURN,BROOKLYN
T,BROOKLYN,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,NO,NA,WASHBURN,BROOKLYN
T,CASEY,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,KAMALA D. HARRIS / TIM WALZ,145,WASHBURN,CASEY
T,CASEY,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DONALD J. TRUMP / JD VANCE,205,WASHBURN,CASEY
T,CASEY,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,RANDALL TERRY / STEPHEN BRODEN,0,WASHBURN,CASEY
T,CASEY,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHASE RUSSELL OLIVER / MIKE TER MAAT,0,WASHBURN,CASEY
T,CASEY,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,JILL STEIN / RUDOLPH WARE,0,WASHBURN,CASEY
T,CASEY,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CLAUDIA DE LA CRUZ / KARINA GARDA,0,WASHBURN,CASEY
T,CASEY,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CORNEL WEST / MELINA ABDULLAH,0,WASHBURN,CASEY
T,CASEY,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",1,WASHBURN,CASEY
T,CASEY,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,PETER SONSKI / LAUREN ONAK (WRITE-IN),0,WASHBURN,CASEY
T,CASEY,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHERUNDA LYNN FOX (WRITE-IN),0,WASHBURN,CASEY
T,CASEY,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,BRIAN KIENITZ (WRITE-IN),0,WASHBURN,CASEY
T,CASEY,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,WASHBURN,CASEY
T,CASEY,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-I,0,WASHBURN,CASEY
T,CASEY,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ANDRE' RAMONE MCNEIL, SR. (WRITE-IN)",0,WASHBURN,CASEY
T,CASEY,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,SCATTERING,1,WASHBURN,CASEY
T,CASEY,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,TAMMY BALDWIN,137,WASHBURN,CASEY
T,CASEY,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,ERIC HOVDE,210,WASHBURN,CASEY
T,CASEY,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,PHIL ANDERSON,1,WASHBURN,CASEY
T,CASEY,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,THOMAS LEAGER,2,WASHBURN,CASEY
T,CASEY,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,JOHN SCHIESS (WRITE-IN),0,WASHBURN,CASEY
T,CASEY,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,CASEY
T,CASEY,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,KYLE KILBOURN,134,WASHBURN,CASEY
T,CASEY,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,TOM TIFFANY,212,WASHBURN,CASEY
T,CASEY,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,SCATTERING,0,WASHBURN,CASEY
T,CASEY,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,JEANNE RAND BRUCE,135,WASHBURN,CASEY
T,CASEY,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,CHANZ J GREEN,214,WASHBURN,CASEY
T,CASEY,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,SCATTERING,0,WASHBURN,CASEY
T,CASEY,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,AARON MARCOUX,267,WASHBURN,CASEY
T,CASEY,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,SCATTERING,1,WASHBURN,CASEY
T,CASEY,COUNTY_CLERK_ATTORNEY,ALICIA SWEARINGEN,290,WASHBURN,CASEY
T,CASEY,COUNTY_CLERK_ATTORNEY,SCATTERING,0,WASHBURN,CASEY
T,CASEY,COUNTY_TREASURER_ATTORNEY,NICOLE M TIMS,287,WASHBURN,CASEY
T,CASEY,COUNTY_TREASURER_ATTORNEY,SCATTERING,0,WASHBURN,CASEY
T,CASEY,COUNTY_REGISTER OF_DEEDS,JESSICA HEDINGER,290,WASHBURN,CASEY
T,CASEY,COUNTY_REGISTER OF_DEEDS,SCATTERING,0,WASHBURN,CASEY
T,CASEY,STATE_REFERENDUM QUESTION_DEEDS,YES,254,WASHBURN,CASEY
T,CASEY,STATE_REFERENDUM QUESTION_DEEDS,NO,92,WASHBURN,CASEY
T,CASEY,MUNICIPAL_REFERENDUM QUESTION_DEEDS,YES,NA,WASHBURN,CASEY
T,CASEY,MUNICIPAL_REFERENDUM QUESTION_DEEDS,NO,NA,WASHBURN,CASEY
T,CASEY,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,YES,NA,WASHBURN,CASEY
T,CASEY,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,NO,NA,WASHBURN,CASEY
T,CASEY,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,YES,NA,WASHBURN,CASEY
T,CASEY,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,NO,NA,WASHBURN,CASEY
T,CHICOG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,KAMALA D. HARRIS / TIM WALZ,92,WASHBURN,CHICOG
T,CHICOG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DONALD J. TRUMP / JD VANCE,147,WASHBURN,CHICOG
T,CHICOG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,RANDALL TERRY / STEPHEN BRODEN,0,WASHBURN,CHICOG
T,CHICOG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHASE RUSSELL OLIVER / MIKE TER MAAT,0,WASHBURN,CHICOG
T,CHICOG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,JILL STEIN / RUDOLPH WARE,1,WASHBURN,CHICOG
T,CHICOG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CLAUDIA DE LA CRUZ / KARINA GARDA,0,WASHBURN,CHICOG
T,CHICOG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CORNEL WEST / MELINA ABDULLAH,0,WASHBURN,CHICOG
T,CHICOG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,WASHBURN,CHICOG
T,CHICOG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,PETER SONSKI / LAUREN ONAK (WRITE-IN),0,WASHBURN,CHICOG
T,CHICOG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHERUNDA LYNN FOX (WRITE-IN),0,WASHBURN,CHICOG
T,CHICOG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,BRIAN KIENITZ (WRITE-IN),0,WASHBURN,CHICOG
T,CHICOG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,WASHBURN,CHICOG
T,CHICOG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-I,0,WASHBURN,CHICOG
T,CHICOG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ANDRE' RAMONE MCNEIL, SR. (WRITE-IN)",0,WASHBURN,CHICOG
T,CHICOG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,CHICOG
T,CHICOG,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,TAMMY BALDWIN,91,WASHBURN,CHICOG
T,CHICOG,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,ERIC HOVDE,142,WASHBURN,CHICOG
T,CHICOG,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,PHIL ANDERSON,4,WASHBURN,CHICOG
T,CHICOG,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,THOMAS LEAGER,2,WASHBURN,CHICOG
T,CHICOG,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,JOHN SCHIESS (WRITE-IN),0,WASHBURN,CHICOG
T,CHICOG,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,CHICOG
T,CHICOG,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,KYLE KILBOURN,88,WASHBURN,CHICOG
T,CHICOG,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,TOM TIFFANY,150,WASHBURN,CHICOG
T,CHICOG,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,SCATTERING,0,WASHBURN,CHICOG
T,CHICOG,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,JEANNE RAND BRUCE,93,WASHBURN,CHICOG
T,CHICOG,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,CHANZ J GREEN,144,WASHBURN,CHICOG
T,CHICOG,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,SCATTERING,0,WASHBURN,CHICOG
T,CHICOG,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,AARON MARCOUX,187,WASHBURN,CHICOG
T,CHICOG,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,SCATTERING,0,WASHBURN,CHICOG
T,CHICOG,COUNTY_CLERK_ATTORNEY,ALICIA SWEARINGEN,200,WASHBURN,CHICOG
T,CHICOG,COUNTY_CLERK_ATTORNEY,SCATTERING,0,WASHBURN,CHICOG
T,CHICOG,COUNTY_TREASURER_ATTORNEY,NICOLE M TIMS,201,WASHBURN,CHICOG
T,CHICOG,COUNTY_TREASURER_ATTORNEY,SCATTERING,0,WASHBURN,CHICOG
T,CHICOG,COUNTY_REGISTER OF_DEEDS,JESSICA HEDINGER,201,WASHBURN,CHICOG
T,CHICOG,COUNTY_REGISTER OF_DEEDS,SCATTERING,0,WASHBURN,CHICOG
T,CHICOG,STATE_REFERENDUM QUESTION_DEEDS,YES,182,WASHBURN,CHICOG
T,CHICOG,STATE_REFERENDUM QUESTION_DEEDS,NO,50,WASHBURN,CHICOG
T,CHICOG,MUNICIPAL_REFERENDUM QUESTION_DEEDS,YES,NA,WASHBURN,CHICOG
T,CHICOG,MUNICIPAL_REFERENDUM QUESTION_DEEDS,NO,NA,WASHBURN,CHICOG
T,CHICOG,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,YES,NA,WASHBURN,CHICOG
T,CHICOG,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,NO,NA,WASHBURN,CHICOG
T,CHICOG,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,YES,NA,WASHBURN,CHICOG
T,CHICOG,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,NO,NA,WASHBURN,CHICOG
T,CRYSTAL,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,KAMALA D. HARRIS / TIM WALZ,50,WASHBURN,CRYSTAL
T,CRYSTAL,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DONALD J. TRUMP / JD VANCE,149,WASHBURN,CRYSTAL
T,CRYSTAL,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,RANDALL TERRY / STEPHEN BRODEN,0,WASHBURN,CRYSTAL
T,CRYSTAL,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHASE RUSSELL OLIVER / MIKE TER MAAT,0,WASHBURN,CRYSTAL
T,CRYSTAL,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,JILL STEIN / RUDOLPH WARE,0,WASHBURN,CRYSTAL
T,CRYSTAL,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CLAUDIA DE LA CRUZ / KARINA GARDA,0,WASHBURN,CRYSTAL
T,CRYSTAL,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CORNEL WEST / MELINA ABDULLAH,0,WASHBURN,CRYSTAL
T,CRYSTAL,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,WASHBURN,CRYSTAL
T,CRYSTAL,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,PETER SONSKI / LAUREN ONAK (WRITE-IN),0,WASHBURN,CRYSTAL
T,CRYSTAL,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHERUNDA LYNN FOX (WRITE-IN),0,WASHBURN,CRYSTAL
T,CRYSTAL,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,BRIAN KIENITZ (WRITE-IN),0,WASHBURN,CRYSTAL
T,CRYSTAL,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,WASHBURN,CRYSTAL
T,CRYSTAL,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-I,0,WASHBURN,CRYSTAL
T,CRYSTAL,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ANDRE' RAMONE MCNEIL, SR. (WRITE-IN)",0,WASHBURN,CRYSTAL
T,CRYSTAL,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,CRYSTAL
T,CRYSTAL,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,TAMMY BALDWIN,55,WASHBURN,CRYSTAL
T,CRYSTAL,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,ERIC HOVDE,141,WASHBURN,CRYSTAL
T,CRYSTAL,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,PHIL ANDERSON,0,WASHBURN,CRYSTAL
T,CRYSTAL,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,THOMAS LEAGER,0,WASHBURN,CRYSTAL
T,CRYSTAL,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,JOHN SCHIESS (WRITE-IN),0,WASHBURN,CRYSTAL
T,CRYSTAL,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,CRYSTAL
T,CRYSTAL,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,KYLE KILBOURN,49,WASHBURN,CRYSTAL
T,CRYSTAL,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,TOM TIFFANY,146,WASHBURN,CRYSTAL
T,CRYSTAL,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,SCATTERING,0,WASHBURN,CRYSTAL
T,CRYSTAL,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,JEANNE RAND BRUCE,56,WASHBURN,CRYSTAL
T,CRYSTAL,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,CHANZ J GREEN,136,WASHBURN,CRYSTAL
T,CRYSTAL,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,SCATTERING,0,WASHBURN,CRYSTAL
T,CRYSTAL,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,AARON MARCOUX,143,WASHBURN,CRYSTAL
T,CRYSTAL,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,SCATTERING,0,WASHBURN,CRYSTAL
T,CRYSTAL,COUNTY_CLERK_ATTORNEY,ALICIA SWEARINGEN,165,WASHBURN,CRYSTAL
T,CRYSTAL,COUNTY_CLERK_ATTORNEY,SCATTERING,0,WASHBURN,CRYSTAL
T,CRYSTAL,COUNTY_TREASURER_ATTORNEY,NICOLE M TIMS,167,WASHBURN,CRYSTAL
T,CRYSTAL,COUNTY_TREASURER_ATTORNEY,SCATTERING,0,WASHBURN,CRYSTAL
T,CRYSTAL,COUNTY_REGISTER OF_DEEDS,JESSICA HEDINGER,164,WASHBURN,CRYSTAL
T,CRYSTAL,COUNTY_REGISTER OF_DEEDS,SCATTERING,0,WASHBURN,CRYSTAL
T,CRYSTAL,STATE_REFERENDUM QUESTION_DEEDS,YES,161,WASHBURN,CRYSTAL
T,CRYSTAL,STATE_REFERENDUM QUESTION_DEEDS,NO,29,WASHBURN,CRYSTAL
T,CRYSTAL,MUNICIPAL_REFERENDUM QUESTION_DEEDS,YES,NA,WASHBURN,CRYSTAL
