contest,candidate,reporting_unit,votes,county,ctv,municipality
PRESIDENT/VICE PRESIDENT 8111,"WE THE PEOPLE ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",TOWN OF BELVIDERE,4,BUFFALO,T,BELVIDERE
PRESIDENT/VICE PRESIDENT 8111,"WE THE PEOPLE ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",TOWN OF BUFFALO,3,BUFFALO,T,BUFFALO
PRESIDENT/VICE PRESIDENT 8111,"WE THE PEOPLE ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",TOWN OF CANTON,0,BUFFALO,T,CANTON
PRESIDENT/VICE PRESIDENT 8111,"WE THE PEOPLE ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",TOWN OF CROSS,3,BUFFALO,T,CROSS
PRESIDENT/VICE PRESIDENT 8111,"WE THE PEOPLE ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",TOWN OF DOVER,4,BUFFALO,T,DOVER
PRESIDENT/VICE PRESIDENT 8111,"WE THE PEOPLE ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",TOWN OF GILMANTON,5,BUFFALO,T,GILMANTON
PRESIDENT/VICE PRESIDENT 8111,"WE THE PEOPLE ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",TOWN OF GLENCOE,1,BUFFALO,T,GLENCOE
PRESIDENT/VICE PRESIDENT 8111,"WE THE PEOPLE ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",TOWN OF LINCOLN,0,BUFFALO,T,LINCOLN
PRESIDENT/VICE PRESIDENT 8111,"WE THE PEOPLE ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",TOWN OF MAXVILLE,0,BUFFALO,T,MAXVILLE
PRESIDENT/VICE PRESIDENT 8111,"WE THE PEOPLE ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",TOWN OF MILTON,1,BUFFALO,T,MILTON
PRESIDENT/VICE PRESIDENT 8111,"WE THE PEOPLE ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",TOWN OF MODENA,1,BUFFALO,T,MODENA
PRESIDENT/VICE PRESIDENT 8111,"WE THE PEOPLE ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",TOWN OF MONDOVI,2,BUFFALO,T,MONDOVI
PRESIDENT/VICE PRESIDENT 8111,"WE THE PEOPLE ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",TOWN OF MONTANA,1,BUFFALO,T,MONTANA
PRESIDENT/VICE PRESIDENT 8111,"WE THE PEOPLE ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",TOWN OF NAPLES,2,BUFFALO,T,NAPLES
PRESIDENT/VICE PRESIDENT 8111,"WE THE PEOPLE ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",TOWN OF NELSON,1,BUFFALO,T,NELSON
PRESIDENT/VICE PRESIDENT 8111,"WE THE PEOPLE ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",TOWN OF WAUMANDEE,1,BUFFALO,T,WAUMANDEE
PRESIDENT/VICE PRESIDENT 8111,"WE THE PEOPLE ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",VILLAGE OF COCHRANE,3,BUFFALO,V,COCHRANE
PRESIDENT/VICE PRESIDENT 8111,"WE THE PEOPLE ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",VILLAGE OF NELSON,4,BUFFALO,V,NELSON
PRESIDENT/VICE PRESIDENT 8111,"WE THE PEOPLE ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",CITY OF ALMA W1&2,3,BUFFALO,C,ALMA
PRESIDENT/VICE PRESIDENT 8111,"WE THE PEOPLE ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",CITY OF BUFFALO CITY,4,BUFFALO,C,BUFFALO CITY
PRESIDENT/VICE PRESIDENT 8111,"WE THE PEOPLE ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",CITY OF FOUNTAIN CITY W1&2,2,BUFFALO,C,FOUNTAIN CITY
PRESIDENT/VICE PRESIDENT 8111,"WE THE PEOPLE ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",CITY OF MONDOVI W13,11,BUFFALO,C,MONDOVI
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT CHERUNDA FOX,TOWN OF ALMA,0,BUFFALO,T,ALMA
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT CHERUNDA FOX,TOWN OF BELVIDERE,0,BUFFALO,T,BELVIDERE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT CHERUNDA FOX,TOWN OF BUFFALO,0,BUFFALO,T,BUFFALO
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT CHERUNDA FOX,TOWN OF CANTON,0,BUFFALO,T,CANTON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT CHERUNDA FOX,TOWN OF CROSS,0,BUFFALO,T,CROSS
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT CHERUNDA FOX,TOWN OF DOVER,0,BUFFALO,T,DOVER
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT CHERUNDA FOX,TOWN OF GILMANTON,0,BUFFALO,T,GILMANTON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT CHERUNDA FOX,TOWN OF GLENCOE,0,BUFFALO,T,GLENCOE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT CHERUNDA FOX,TOWN OF LINCOLN,0,BUFFALO,T,LINCOLN
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT CHERUNDA FOX,TOWN OF MAXVILLE,0,BUFFALO,T,MAXVILLE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT CHERUNDA FOX,TOWN OF MILTON,0,BUFFALO,T,MILTON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT CHERUNDA FOX,TOWN OF MODENA,0,BUFFALO,T,MODENA
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT CHERUNDA FOX,TOWN OF MONDOVI,0,BUFFALO,T,MONDOVI
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT CHERUNDA FOX,TOWN OF MONTANA,0,BUFFALO,T,MONTANA
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT CHERUNDA FOX,TOWN OF NAPLES,0,BUFFALO,T,NAPLES
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT CHERUNDA FOX,TOWN OF NELSON,0,BUFFALO,T,NELSON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT CHERUNDA FOX,TOWN OF WAUMANDEE,0,BUFFALO,T,WAUMANDEE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT CHERUNDA FOX,VILLAGE OF COCHRANE,0,BUFFALO,V,COCHRANE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT CHERUNDA FOX,VILLAGE OF NELSON,0,BUFFALO,V,NELSON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT CHERUNDA FOX,CITY OF ALMA W1&2,0,BUFFALO,C,ALMA
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT CHERUNDA FOX,CITY OF BUFFALO CITY,0,BUFFALO,C,BUFFALO CITY
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT CHERUNDA FOX,CITY OF FOUNTAIN CITY W1&2,0,BUFFALO,C,FOUNTAIN CITY
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT CHERUNDA FOX,CITY OF MONDOVI W13,0,BUFFALO,C,MONDOVI
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT BRIAN KIENTIZ,TOWN OF ALMA,0,BUFFALO,T,ALMA
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT BRIAN KIENTIZ,TOWN OF BELVIDERE,0,BUFFALO,T,BELVIDERE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT BRIAN KIENTIZ,TOWN OF BUFFALO,0,BUFFALO,T,BUFFALO
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT BRIAN KIENTIZ,TOWN OF CANTON,0,BUFFALO,T,CANTON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT BRIAN KIENTIZ,TOWN OF CROSS,0,BUFFALO,T,CROSS
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT BRIAN KIENTIZ,TOWN OF DOVER,0,BUFFALO,T,DOVER
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT BRIAN KIENTIZ,TOWN OF GILMANTON,0,BUFFALO,T,GILMANTON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT BRIAN KIENTIZ,TOWN OF GLENCOE,0,BUFFALO,T,GLENCOE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT BRIAN KIENTIZ,TOWN OF LINCOLN,0,BUFFALO,T,LINCOLN
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT BRIAN KIENTIZ,TOWN OF MAXVILLE,0,BUFFALO,T,MAXVILLE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT BRIAN KIENTIZ,TOWN OF MILTON,0,BUFFALO,T,MILTON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT BRIAN KIENTIZ,TOWN OF MODENA,0,BUFFALO,T,MODENA
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT BRIAN KIENTIZ,TOWN OF MONDOVI,0,BUFFALO,T,MONDOVI
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT BRIAN KIENTIZ,TOWN OF MONTANA,0,BUFFALO,T,MONTANA
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT BRIAN KIENTIZ,TOWN OF NAPLES,0,BUFFALO,T,NAPLES
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT BRIAN KIENTIZ,TOWN OF NELSON,0,BUFFALO,T,NELSON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT BRIAN KIENTIZ,TOWN OF WAUMANDEE,0,BUFFALO,T,WAUMANDEE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT BRIAN KIENTIZ,VILLAGE OF COCHRANE,0,BUFFALO,V,COCHRANE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT BRIAN KIENTIZ,VILLAGE OF NELSON,0,BUFFALO,V,NELSON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT BRIAN KIENTIZ,CITY OF ALMA W1&2,0,BUFFALO,C,ALMA
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT BRIAN KIENTIZ,CITY OF BUFFALO CITY,0,BUFFALO,C,BUFFALO CITY
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT BRIAN KIENTIZ,CITY OF FOUNTAIN CITY W1&2,0,BUFFALO,C,FOUNTAIN CITY
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT BRIAN KIENTIZ,CITY OF MONDOVI W13,0,BUFFALO,C,MONDOVI
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT FUTURE MADAM POTUS/JESSICA KENN,TOWN OF ALMA,0,BUFFALO,T,ALMA
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT FUTURE MADAM POTUS/JESSICA KENN,TOWN OF BELVIDERE,0,BUFFALO,T,BELVIDERE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT FUTURE MADAM POTUS/JESSICA KENN,TOWN OF BUFFALO,0,BUFFALO,T,BUFFALO
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT FUTURE MADAM POTUS/JESSICA KENN,TOWN OF CANTON,0,BUFFALO,T,CANTON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT FUTURE MADAM POTUS/JESSICA KENN,TOWN OF CROSS,0,BUFFALO,T,CROSS
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT FUTURE MADAM POTUS/JESSICA KENN,TOWN OF DOVER,0,BUFFALO,T,DOVER
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT FUTURE MADAM POTUS/JESSICA KENN,TOWN OF GILMANTON,0,BUFFALO,T,GILMANTON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT FUTURE MADAM POTUS/JESSICA KENN,TOWN OF GLENCOE,0,BUFFALO,T,GLENCOE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT FUTURE MADAM POTUS/JESSICA KENN,TOWN OF LINCOLN,0,BUFFALO,T,LINCOLN
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT FUTURE MADAM POTUS/JESSICA KENN,TOWN OF MAXVILLE,0,BUFFALO,T,MAXVILLE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT FUTURE MADAM POTUS/JESSICA KENN,TOWN OF MILTON,0,BUFFALO,T,MILTON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT FUTURE MADAM POTUS/JESSICA KENN,TOWN OF MODENA,0,BUFFALO,T,MODENA
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT FUTURE MADAM POTUS/JESSICA KENN,TOWN OF MONDOVI,0,BUFFALO,T,MONDOVI
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT FUTURE MADAM POTUS/JESSICA KENN,TOWN OF MONTANA,0,BUFFALO,T,MONTANA
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT FUTURE MADAM POTUS/JESSICA KENN,TOWN OF NAPLES,0,BUFFALO,T,NAPLES
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT FUTURE MADAM POTUS/JESSICA KENN,TOWN OF NELSON,0,BUFFALO,T,NELSON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT FUTURE MADAM POTUS/JESSICA KENN,TOWN OF WAUMANDEE,0,BUFFALO,T,WAUMANDEE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT FUTURE MADAM POTUS/JESSICA KENN,VILLAGE OF COCHRANE,0,BUFFALO,V,COCHRANE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT FUTURE MADAM POTUS/JESSICA KENN,VILLAGE OF NELSON,0,BUFFALO,V,NELSON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT FUTURE MADAM POTUS/JESSICA KENN,CITY OF ALMA W1&2,0,BUFFALO,C,ALMA
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT FUTURE MADAM POTUS/JESSICA KENN,CITY OF BUFFALO CITY,0,BUFFALO,C,BUFFALO CITY
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT FUTURE MADAM POTUS/JESSICA KENN,CITY OF FOUNTAIN CITY W1&2,0,BUFFALO,C,FOUNTAIN CITY
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT FUTURE MADAM POTUS/JESSICA KENN,CITY OF MONDOVI W13,0,BUFFALO,C,MONDOVI
PRESIDENT/VICE PRESIDENT 8111,"INDEPENDENT ANDRE RAMON MCNEIL, SR.",TOWN OF ALMA,0,BUFFALO,T,ALMA
PRESIDENT/VICE PRESIDENT 8111,"INDEPENDENT ANDRE RAMON MCNEIL, SR.",TOWN OF BELVIDERE,0,BUFFALO,T,BELVIDERE
PRESIDENT/VICE PRESIDENT 8111,"INDEPENDENT ANDRE RAMON MCNEIL, SR.",TOWN OF BUFFALO,0,BUFFALO,T,BUFFALO
PRESIDENT/VICE PRESIDENT 8111,"INDEPENDENT ANDRE RAMON MCNEIL, SR.",TOWN OF CANTON,0,BUFFALO,T,CANTON
PRESIDENT/VICE PRESIDENT 8111,"INDEPENDENT ANDRE RAMON MCNEIL, SR.",TOWN OF CROSS,0,BUFFALO,T,CROSS
PRESIDENT/VICE PRESIDENT 8111,"INDEPENDENT ANDRE RAMON MCNEIL, SR.",TOWN OF DOVER,0,BUFFALO,T,DOVER
PRESIDENT/VICE PRESIDENT 8111,"INDEPENDENT ANDRE RAMON MCNEIL, SR.",TOWN OF GILMANTON,0,BUFFALO,T,GILMANTON
PRESIDENT/VICE PRESIDENT 8111,"INDEPENDENT ANDRE RAMON MCNEIL, SR.",TOWN OF GLENCOE,0,BUFFALO,T,GLENCOE
PRESIDENT/VICE PRESIDENT 8111,"INDEPENDENT ANDRE RAMON MCNEIL, SR.",TOWN OF LINCOLN,0,BUFFALO,T,LINCOLN
PRESIDENT/VICE PRESIDENT 8111,"INDEPENDENT ANDRE RAMON MCNEIL, SR.",TOWN OF MAXVILLE,0,BUFFALO,T,MAXVILLE
PRESIDENT/VICE PRESIDENT 8111,"INDEPENDENT ANDRE RAMON MCNEIL, SR.",TOWN OF MILTON,0,BUFFALO,T,MILTON
PRESIDENT/VICE PRESIDENT 8111,"INDEPENDENT ANDRE RAMON MCNEIL, SR.",TOWN OF MODENA,0,BUFFALO,T,MODENA
PRESIDENT/VICE PRESIDENT 8111,"INDEPENDENT ANDRE RAMON MCNEIL, SR.",TOWN OF MONDOVI,0,BUFFALO,T,MONDOVI
PRESIDENT/VICE PRESIDENT 8111,"INDEPENDENT ANDRE RAMON MCNEIL, SR.",TOWN OF MONTANA,0,BUFFALO,T,MONTANA
PRESIDENT/VICE PRESIDENT 8111,"INDEPENDENT ANDRE RAMON MCNEIL, SR.",TOWN OF NAPLES,0,BUFFALO,T,NAPLES
PRESIDENT/VICE PRESIDENT 8111,"INDEPENDENT ANDRE RAMON MCNEIL, SR.",TOWN OF NELSON,0,BUFFALO,T,NELSON
PRESIDENT/VICE PRESIDENT 8111,"INDEPENDENT ANDRE RAMON MCNEIL, SR.",TOWN OF WAUMANDEE,0,BUFFALO,T,WAUMANDEE
PRESIDENT/VICE PRESIDENT 8111,"INDEPENDENT ANDRE RAMON MCNEIL, SR.",VILLAGE OF COCHRANE,0,BUFFALO,V,COCHRANE
PRESIDENT/VICE PRESIDENT 8111,"INDEPENDENT ANDRE RAMON MCNEIL, SR.",VILLAGE OF NELSON,0,BUFFALO,V,NELSON
PRESIDENT/VICE PRESIDENT 8111,"INDEPENDENT ANDRE RAMON MCNEIL, SR.",CITY OF ALMA W1&2,0,BUFFALO,C,ALMA
PRESIDENT/VICE PRESIDENT 8111,"INDEPENDENT ANDRE RAMON MCNEIL, SR.",CITY OF BUFFALO CITY,0,BUFFALO,C,BUFFALO CITY
PRESIDENT/VICE PRESIDENT 8111,"INDEPENDENT ANDRE RAMON MCNEIL, SR.",CITY OF FOUNTAIN CITY W1&2,0,BUFFALO,C,FOUNTAIN CITY
PRESIDENT/VICE PRESIDENT 8111,"INDEPENDENT ANDRE RAMON MCNEIL, SR.",CITY OF MONDOVI W13,0,BUFFALO,C,MONDOVI
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT PETER SONSKI/LAUREN ONAK,TOWN OF ALMA,0,BUFFALO,T,ALMA
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT PETER SONSKI/LAUREN ONAK,TOWN OF BELVIDERE,0,BUFFALO,T,BELVIDERE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT PETER SONSKI/LAUREN ONAK,TOWN OF BUFFALO,0,BUFFALO,T,BUFFALO
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT PETER SONSKI/LAUREN ONAK,TOWN OF CANTON,0,BUFFALO,T,CANTON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT PETER SONSKI/LAUREN ONAK,TOWN OF CROSS,0,BUFFALO,T,CROSS
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT PETER SONSKI/LAUREN ONAK,TOWN OF DOVER,0,BUFFALO,T,DOVER
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT PETER SONSKI/LAUREN ONAK,TOWN OF GILMANTON,0,BUFFALO,T,GILMANTON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT PETER SONSKI/LAUREN ONAK,TOWN OF GLENCOE,0,BUFFALO,T,GLENCOE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT PETER SONSKI/LAUREN ONAK,TOWN OF LINCOLN,0,BUFFALO,T,LINCOLN
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT PETER SONSKI/LAUREN ONAK,TOWN OF MAXVILLE,0,BUFFALO,T,MAXVILLE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT PETER SONSKI/LAUREN ONAK,TOWN OF MILTON,0,BUFFALO,T,MILTON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT PETER SONSKI/LAUREN ONAK,TOWN OF MODENA,0,BUFFALO,T,MODENA
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT PETER SONSKI/LAUREN ONAK,TOWN OF MONDOVI,0,BUFFALO,T,MONDOVI
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT PETER SONSKI/LAUREN ONAK,TOWN OF MONTANA,0,BUFFALO,T,MONTANA
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT PETER SONSKI/LAUREN ONAK,TOWN OF NAPLES,0,BUFFALO,T,NAPLES
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT PETER SONSKI/LAUREN ONAK,TOWN OF NELSON,0,BUFFALO,T,NELSON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT PETER SONSKI/LAUREN ONAK,TOWN OF WAUMANDEE,0,BUFFALO,T,WAUMANDEE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT PETER SONSKI/LAUREN ONAK,VILLAGE OF COCHRANE,0,BUFFALO,V,COCHRANE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT PETER SONSKI/LAUREN ONAK,VILLAGE OF NELSON,0,BUFFALO,V,NELSON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT PETER SONSKI/LAUREN ONAK,CITY OF ALMA W1&2,0,BUFFALO,C,ALMA
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT PETER SONSKI/LAUREN ONAK,CITY OF BUFFALO CITY,0,BUFFALO,C,BUFFALO CITY
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT PETER SONSKI/LAUREN ONAK,CITY OF FOUNTAIN CITY W1&2,0,BUFFALO,C,FOUNTAIN CITY
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT PETER SONSKI/LAUREN ONAK,CITY OF MONDOVI W13,0,BUFFALO,C,MONDOVI
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT DOUG JENKINS/KIMBERLY LALONDE,TOWN OF ALMA,0,BUFFALO,T,ALMA
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT DOUG JENKINS/KIMBERLY LALONDE,TOWN OF BELVIDERE,0,BUFFALO,T,BELVIDERE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT DOUG JENKINS/KIMBERLY LALONDE,TOWN OF BUFFALO,0,BUFFALO,T,BUFFALO
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT DOUG JENKINS/KIMBERLY LALONDE,TOWN OF CANTON,0,BUFFALO,T,CANTON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT DOUG JENKINS/KIMBERLY LALONDE,TOWN OF CROSS,0,BUFFALO,T,CROSS
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT DOUG JENKINS/KIMBERLY LALONDE,TOWN OF DOVER,0,BUFFALO,T,DOVER
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT DOUG JENKINS/KIMBERLY LALONDE,TOWN OF GILMANTON,0,BUFFALO,T,GILMANTON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT DOUG JENKINS/KIMBERLY LALONDE,TOWN OF GLENCOE,0,BUFFALO,T,GLENCOE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT DOUG JENKINS/KIMBERLY LALONDE,TOWN OF LINCOLN,0,BUFFALO,T,LINCOLN
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT DOUG JENKINS/KIMBERLY LALONDE,TOWN OF MAXVILLE,0,BUFFALO,T,MAXVILLE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT DOUG JENKINS/KIMBERLY LALONDE,TOWN OF MILTON,0,BUFFALO,T,MILTON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT DOUG JENKINS/KIMBERLY LALONDE,TOWN OF MODENA,0,BUFFALO,T,MODENA
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT DOUG JENKINS/KIMBERLY LALONDE,TOWN OF MONDOVI,0,BUFFALO,T,MONDOVI
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT DOUG JENKINS/KIMBERLY LALONDE,TOWN OF MONTANA,0,BUFFALO,T,MONTANA
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT DOUG JENKINS/KIMBERLY LALONDE,TOWN OF NAPLES,0,BUFFALO,T,NAPLES
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT DOUG JENKINS/KIMBERLY LALONDE,TOWN OF NELSON,0,BUFFALO,T,NELSON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT DOUG JENKINS/KIMBERLY LALONDE,TOWN OF WAUMANDEE,0,BUFFALO,T,WAUMANDEE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT DOUG JENKINS/KIMBERLY LALONDE,VILLAGE OF COCHRANE,0,BUFFALO,V,COCHRANE
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT DOUG JENKINS/KIMBERLY LALONDE,VILLAGE OF NELSON,0,BUFFALO,V,NELSON
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT DOUG JENKINS/KIMBERLY LALONDE,CITY OF ALMA W1&2,0,BUFFALO,C,ALMA
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT DOUG JENKINS/KIMBERLY LALONDE,CITY OF BUFFALO CITY,0,BUFFALO,C,BUFFALO CITY
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT DOUG JENKINS/KIMBERLY LALONDE,CITY OF FOUNTAIN CITY W1&2,0,BUFFALO,C,FOUNTAIN CITY
PRESIDENT/VICE PRESIDENT 8111,INDEPENDENT DOUG JENKINS/KIMBERLY LALONDE,CITY OF MONDOVI W13,0,BUFFALO,C,MONDOVI
PRESIDENT/VICE PRESIDENT 8111,NA WRITE-IN - SCATTERING (PRESIDENT/VICE PRESIDENT),TOWN OF ALMA,1,BUFFALO,T,ALMA
PRESIDENT/VICE PRESIDENT 8111,NA WRITE-IN - SCATTERING (PRESIDENT/VICE PRESIDENT),TOWN OF BELVIDERE,0,BUFFALO,T,BELVIDERE
PRESIDENT/VICE PRESIDENT 8111,NA WRITE-IN - SCATTERING (PRESIDENT/VICE PRESIDENT),TOWN OF BUFFALO,0,BUFFALO,T,BUFFALO
PRESIDENT/VICE PRESIDENT 8111,NA WRITE-IN - SCATTERING (PRESIDENT/VICE PRESIDENT),TOWN OF CANTON,0,BUFFALO,T,CANTON
PRESIDENT/VICE PRESIDENT 8111,NA WRITE-IN - SCATTERING (PRESIDENT/VICE PRESIDENT),TOWN OF CROSS,0,BUFFALO,T,CROSS
PRESIDENT/VICE PRESIDENT 8111,NA WRITE-IN - SCATTERING (PRESIDENT/VICE PRESIDENT),TOWN OF DOVER,0,BUFFALO,T,DOVER
PRESIDENT/VICE PRESIDENT 8111,NA WRITE-IN - SCATTERING (PRESIDENT/VICE PRESIDENT),TOWN OF GILMANTON,1,BUFFALO,T,GILMANTON
PRESIDENT/VICE PRESIDENT 8111,NA WRITE-IN - SCATTERING (PRESIDENT/VICE PRESIDENT),TOWN OF GLENCOE,0,BUFFALO,T,GLENCOE
PRESIDENT/VICE PRESIDENT 8111,NA WRITE-IN - SCATTERING (PRESIDENT/VICE PRESIDENT),TOWN OF LINCOLN,0,BUFFALO,T,LINCOLN
PRESIDENT/VICE PRESIDENT 8111,NA WRITE-IN - SCATTERING (PRESIDENT/VICE PRESIDENT),TOWN OF MAXVILLE,0,BUFFALO,T,MAXVILLE
PRESIDENT/VICE PRESIDENT 8111,NA WRITE-IN - SCATTERING (PRESIDENT/VICE PRESIDENT),TOWN OF MILTON,1,BUFFALO,T,MILTON
