candidate,contest,reporting_unit,votes,county,ctv,municipality
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LYNNE W 1,NA,ONEIDA,T,LYNNE
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T MONICO W 1,NA,ONEIDA,T,MONICO
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PIEHL W 1,NA,ONEIDA,T,PIEHL
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T STELLA W 1-2,NA,ONEIDA,T,STELLA
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T HAZELHURST W 1-2,NA,ONEIDA,T,HAZELHURST
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LYNNE W 1,NA,ONEIDA,T,LYNNE
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T MONICO W 1,NA,ONEIDA,T,MONICO
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PIEHL W 1,NA,ONEIDA,T,PIEHL
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T STELLA W 1-2,NA,ONEIDA,T,STELLA
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T HAZELHURST W 1-2,NA,ONEIDA,T,HAZELHURST
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LYNNE W 1,NA,ONEIDA,T,LYNNE
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T MONICO W 1,NA,ONEIDA,T,MONICO
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PIEHL W 1,NA,ONEIDA,T,PIEHL
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T STELLA W 1-2,NA,ONEIDA,T,STELLA
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T HAZELHURST W 1-2,NA,ONEIDA,T,HAZELHURST
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LYNNE W 1,NA,ONEIDA,T,LYNNE
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T MONICO W 1,NA,ONEIDA,T,MONICO
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PIEHL W 1,NA,ONEIDA,T,PIEHL
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T STELLA W 1-2,NA,ONEIDA,T,STELLA
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T HAZELHURST W 1-2,NA,ONEIDA,T,HAZELHURST
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LYNNE W 1,NA,ONEIDA,T,LYNNE
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T MONICO W 1,NA,ONEIDA,T,MONICO
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PIEHL W 1,NA,ONEIDA,T,PIEHL
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T STELLA W 1-2,NA,ONEIDA,T,STELLA
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",1) PRESIDENT / VICE PRESIDENT,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",1) PRESIDENT / VICE PRESIDENT,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",1) PRESIDENT / VICE PRESIDENT,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",1) PRESIDENT / VICE PRESIDENT,T HAZELHURST W 1-2,NA,ONEIDA,T,HAZELHURST
"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",1) PRESIDENT / VICE PRESIDENT,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",1) PRESIDENT / VICE PRESIDENT,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",1) PRESIDENT / VICE PRESIDENT,T LYNNE W 1,NA,ONEIDA,T,LYNNE
"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",1) PRESIDENT / VICE PRESIDENT,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",1) PRESIDENT / VICE PRESIDENT,T MONICO W 1,NA,ONEIDA,T,MONICO
"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",1) PRESIDENT / VICE PRESIDENT,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",1) PRESIDENT / VICE PRESIDENT,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",1) PRESIDENT / VICE PRESIDENT,T PIEHL W 1,NA,ONEIDA,T,PIEHL
"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",1) PRESIDENT / VICE PRESIDENT,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",1) PRESIDENT / VICE PRESIDENT,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",1) PRESIDENT / VICE PRESIDENT,T STELLA W 1-2,NA,ONEIDA,T,STELLA
"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",1) PRESIDENT / VICE PRESIDENT,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",1) PRESIDENT / VICE PRESIDENT,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",1) PRESIDENT / VICE PRESIDENT,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",1) PRESIDENT / VICE PRESIDENT,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",1) PRESIDENT / VICE PRESIDENT,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T HAZELHURST W 1-2,NA,ONEIDA,T,HAZELHURST
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T LYNNE W 1,NA,ONEIDA,T,LYNNE
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T MONICO W 1,NA,ONEIDA,T,MONICO
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T PIEHL W 1,NA,ONEIDA,T,PIEHL
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T STELLA W 1-2,NA,ONEIDA,T,STELLA
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
SCATTERING,1) PRESIDENT / VICE PRESIDENT,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
TAMMY BALDWIN,11) UNITED STATES SENATOR,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
TAMMY BALDWIN,11) UNITED STATES SENATOR,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
TAMMY BALDWIN,11) UNITED STATES SENATOR,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
TAMMY BALDWIN,11) UNITED STATES SENATOR,T HAZELHURST W 1-2,NA,ONEIDA,T,HAZELHURST
TAMMY BALDWIN,11) UNITED STATES SENATOR,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
TAMMY BALDWIN,11) UNITED STATES SENATOR,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
TAMMY BALDWIN,11) UNITED STATES SENATOR,T LYNNE W 1,NA,ONEIDA,T,LYNNE
TAMMY BALDWIN,11) UNITED STATES SENATOR,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
TAMMY BALDWIN,11) UNITED STATES SENATOR,T MONICO W 1,NA,ONEIDA,T,MONICO
TAMMY BALDWIN,11) UNITED STATES SENATOR,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
TAMMY BALDWIN,11) UNITED STATES SENATOR,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
TAMMY BALDWIN,11) UNITED STATES SENATOR,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
TAMMY BALDWIN,11) UNITED STATES SENATOR,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
TAMMY BALDWIN,11) UNITED STATES SENATOR,T PIEHL W 1,NA,ONEIDA,T,PIEHL
TAMMY BALDWIN,11) UNITED STATES SENATOR,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
TAMMY BALDWIN,11) UNITED STATES SENATOR,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
TAMMY BALDWIN,11) UNITED STATES SENATOR,T STELLA W 1-2,NA,ONEIDA,T,STELLA
TAMMY BALDWIN,11) UNITED STATES SENATOR,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
TAMMY BALDWIN,11) UNITED STATES SENATOR,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
TAMMY BALDWIN,11) UNITED STATES SENATOR,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
TAMMY BALDWIN,11) UNITED STATES SENATOR,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
TAMMY BALDWIN,11) UNITED STATES SENATOR,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
ERIC HOVDE,11) UNITED STATES SENATOR,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
ERIC HOVDE,11) UNITED STATES SENATOR,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
ERIC HOVDE,11) UNITED STATES SENATOR,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
ERIC HOVDE,11) UNITED STATES SENATOR,T HAZELHURST W 1-2,NA,ONEIDA,T,HAZELHURST
ERIC HOVDE,11) UNITED STATES SENATOR,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
ERIC HOVDE,11) UNITED STATES SENATOR,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
ERIC HOVDE,11) UNITED STATES SENATOR,T LYNNE W 1,NA,ONEIDA,T,LYNNE
ERIC HOVDE,11) UNITED STATES SENATOR,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
ERIC HOVDE,11) UNITED STATES SENATOR,T MONICO W 1,NA,ONEIDA,T,MONICO
ERIC HOVDE,11) UNITED STATES SENATOR,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
ERIC HOVDE,11) UNITED STATES SENATOR,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
ERIC HOVDE,11) UNITED STATES SENATOR,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
ERIC HOVDE,11) UNITED STATES SENATOR,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
ERIC HOVDE,11) UNITED STATES SENATOR,T PIEHL W 1,NA,ONEIDA,T,PIEHL
ERIC HOVDE,11) UNITED STATES SENATOR,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
