municipality,reporting_unit,contest,candidate,votes,county,ctv
KENOSHA,CITY OF KENOSHA WARDS 25,COUNTY TREASURER,WRITE-IN NA,34,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 25,REGISTER OF DEEDS,DEM JENNIFER MACK,1062,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 25,REGISTER OF DEEDS,WRITE-IN NA,34,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 25,STATE REFERENDUM,YES NA,837,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 25,STATE REFERENDUM,NO NA,592,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,340,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,275,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,PRESIDENT / VICE PRESIDENT,"WTP ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",3,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,PRESIDENT / VICE PRESIDENT,GRN JILL STEIN / RUDOLPH WARE,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,PRESIDENT / VICE PRESIDENT,PSL CLAUDIA DE LA CRUZ / KARINA GARCIA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,PRESIDENT / VICE PRESIDENT,JFA CORNEL WEST / MELINA ABDULLAH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,PRESIDENT / VICE PRESIDENT,WRITE-IN NA,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,UNITED STATES SENATOR,DEM TAMMY BALDWIN,341,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,UNITED STATES SENATOR,REP ERIC HOVDE,254,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,UNITED STATES SENATOR,AFT THOMAS LEAGER,11,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,UNITED STATES SENATOR,DTC PHIL ANDERSON,8,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,UNITED STATES SENATOR,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,REPRESENTATIVE IN CONGRESS,DEM PETER BARCA,330,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,REPRESENTATIVE IN CONGRESS,REP BRYAN STEIL,273,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,REPRESENTATIVE IN CONGRESS,"GRN CHESTER TODD, JR.",12,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,REPRESENTATIVE IN CONGRESS,WRITE-IN NA,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,STATE SENATOR DISTRICT 22,DEM ROBERT W. WIRCH,450,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,STATE SENATOR DISTRICT 22,WRITE-IN NA,20,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,DEM BEN DESMIDT,342,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,REP BRIAN GONZALES,253,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,WRITE-IN NA,4,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,DISTRICT ATTORNEY,DEM CARLI MCNEILL,345,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,DISTRICT ATTORNEY,REP XAVIER SOLIS,257,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,DISTRICT ATTORNEY,WRITE-IN NA,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,COUNTY CLERK,DEM REGI WALIGORA,432,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,COUNTY CLERK,WRITE-IN NA,18,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,COUNTY TREASURER,DEM TERI JACOBSON,439,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,COUNTY TREASURER,WRITE-IN NA,18,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,REGISTER OF DEEDS,DEM JENNIFER MACK,430,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,REGISTER OF DEEDS,WRITE-IN NA,17,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,STATE REFERENDUM,YES NA,387,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 26,STATE REFERENDUM,NO NA,211,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,167,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,54,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,PRESIDENT / VICE PRESIDENT,GRN JILL STEIN / RUDOLPH WARE,3,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,PRESIDENT / VICE PRESIDENT,PSL CLAUDIA DE LA CRUZ / KARINA GARCIA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,PRESIDENT / VICE PRESIDENT,"WTP ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,PRESIDENT / VICE PRESIDENT,JFA CORNEL WEST / MELINA ABDULLAH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,PRESIDENT / VICE PRESIDENT,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,UNITED STATES SENATOR,DEM TAMMY BALDWIN,159,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,UNITED STATES SENATOR,REP ERIC HOVDE,49,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,UNITED STATES SENATOR,AFT THOMAS LEAGER,8,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,UNITED STATES SENATOR,DTC PHIL ANDERSON,7,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,UNITED STATES SENATOR,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,REPRESENTATIVE IN CONGRESS,DEM PETER BARCA,158,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,REPRESENTATIVE IN CONGRESS,REP BRYAN STEIL,56,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,REPRESENTATIVE IN CONGRESS,"GRN CHESTER TODD, JR.",10,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,REPRESENTATIVE IN CONGRESS,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,STATE SENATOR DISTRICT 22,DEM ROBERT W. WIRCH,198,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,STATE SENATOR DISTRICT 22,WRITE-IN NA,3,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,DEM BEN DESMIDT,153,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,REP BRIAN GONZALES,63,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,WRITE-IN NA,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,DISTRICT ATTORNEY,DEM CARLI MCNEILL,155,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,DISTRICT ATTORNEY,REP XAVIER SOLIS,60,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,DISTRICT ATTORNEY,WRITE-IN NA,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,COUNTY CLERK,DEM REGI WALIGORA,191,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,COUNTY CLERK,WRITE-IN NA,4,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,COUNTY TREASURER,DEM TERI JACOBSON,190,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,COUNTY TREASURER,WRITE-IN NA,4,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,REGISTER OF DEEDS,DEM JENNIFER MACK,188,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,REGISTER OF DEEDS,WRITE-IN NA,4,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,STATE REFERENDUM,YES NA,145,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 27,STATE REFERENDUM,NO NA,69,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,317,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,121,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,PRESIDENT / VICE PRESIDENT,GRN JILL STEIN / RUDOLPH WARE,3,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,PRESIDENT / VICE PRESIDENT,JFA CORNEL WEST / MELINA ABDULLAH,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,PRESIDENT / VICE PRESIDENT,"WTP ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,PRESIDENT / VICE PRESIDENT,PSL CLAUDIA DE LA CRUZ / KARINA GARCIA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,PRESIDENT / VICE PRESIDENT,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,UNITED STATES SENATOR,DEM TAMMY BALDWIN,305,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,UNITED STATES SENATOR,REP ERIC HOVDE,108,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,UNITED STATES SENATOR,DTC PHIL ANDERSON,15,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,UNITED STATES SENATOR,AFT THOMAS LEAGER,15,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,UNITED STATES SENATOR,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,REPRESENTATIVE IN CONGRESS,DEM PETER BARCA,287,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,REPRESENTATIVE IN CONGRESS,REP BRYAN STEIL,133,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,REPRESENTATIVE IN CONGRESS,"GRN CHESTER TODD, JR.",20,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,REPRESENTATIVE IN CONGRESS,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,STATE SENATOR DISTRICT 22,DEM ROBERT W. WIRCH,367,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,STATE SENATOR DISTRICT 22,WRITE-IN NA,7,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,DEM BEN DESMIDT,294,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,REP BRIAN GONZALES,131,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,DISTRICT ATTORNEY,DEM CARLI MCNEILL,287,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,DISTRICT ATTORNEY,REP XAVIER SOLIS,137,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,DISTRICT ATTORNEY,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,COUNTY CLERK,DEM REGI WALIGORA,358,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,COUNTY CLERK,WRITE-IN NA,7,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,COUNTY TREASURER,DEM TERI JACOBSON,360,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,COUNTY TREASURER,WRITE-IN NA,7,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,REGISTER OF DEEDS,DEM JENNIFER MACK,349,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,REGISTER OF DEEDS,WRITE-IN NA,9,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,STATE REFERENDUM,YES NA,300,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 28,STATE REFERENDUM,NO NA,114,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,168,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,66,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,PRESIDENT / VICE PRESIDENT,GRN JILL STEIN / RUDOLPH WARE,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,PRESIDENT / VICE PRESIDENT,"WTP ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,PRESIDENT / VICE PRESIDENT,PSL CLAUDIA DE LA CRUZ / KARINA GARCIA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,PRESIDENT / VICE PRESIDENT,JFA CORNEL WEST / MELINA ABDULLAH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,PRESIDENT / VICE PRESIDENT,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,UNITED STATES SENATOR,DEM TAMMY BALDWIN,172,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,UNITED STATES SENATOR,REP ERIC HOVDE,52,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,UNITED STATES SENATOR,DTC PHIL ANDERSON,7,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,UNITED STATES SENATOR,AFT THOMAS LEAGER,6,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,UNITED STATES SENATOR,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,REPRESENTATIVE IN CONGRESS,DEM PETER BARCA,158,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,REPRESENTATIVE IN CONGRESS,REP BRYAN STEIL,70,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,REPRESENTATIVE IN CONGRESS,"GRN CHESTER TODD, JR.",7,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,REPRESENTATIVE IN CONGRESS,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,STATE SENATOR DISTRICT 22,DEM ROBERT W. WIRCH,201,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,STATE SENATOR DISTRICT 22,WRITE-IN NA,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,DEM BEN DESMIDT,160,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,REP BRIAN GONZALES,66,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,DISTRICT ATTORNEY,DEM CARLI MCNEILL,161,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,DISTRICT ATTORNEY,REP XAVIER SOLIS,67,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,DISTRICT ATTORNEY,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,COUNTY CLERK,DEM REGI WALIGORA,199,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,COUNTY CLERK,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,COUNTY TREASURER,DEM TERI JACOBSON,199,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,COUNTY TREASURER,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,REGISTER OF DEEDS,DEM JENNIFER MACK,198,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,REGISTER OF DEEDS,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,STATE REFERENDUM,YES NA,174,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 29,STATE REFERENDUM,NO NA,48,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,454,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,247,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,PRESIDENT / VICE PRESIDENT,GRN JILL STEIN / RUDOLPH WARE,6,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,PRESIDENT / VICE PRESIDENT,"WTP ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",3,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,PRESIDENT / VICE PRESIDENT,PSL CLAUDIA DE LA CRUZ / KARINA GARCIA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,PRESIDENT / VICE PRESIDENT,JFA CORNEL WEST / MELINA ABDULLAH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,PRESIDENT / VICE PRESIDENT,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,UNITED STATES SENATOR,DEM TAMMY BALDWIN,444,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,UNITED STATES SENATOR,REP ERIC HOVDE,214,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,UNITED STATES SENATOR,DTC PHIL ANDERSON,25,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,UNITED STATES SENATOR,AFT THOMAS LEAGER,18,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,UNITED STATES SENATOR,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,REPRESENTATIVE IN CONGRESS,DEM PETER BARCA,426,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,REPRESENTATIVE IN CONGRESS,REP BRYAN STEIL,238,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,REPRESENTATIVE IN CONGRESS,"GRN CHESTER TODD, JR.",29,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,REPRESENTATIVE IN CONGRESS,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,STATE SENATOR DISTRICT 22,DEM ROBERT W. WIRCH,549,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,STATE SENATOR DISTRICT 22,WRITE-IN NA,25,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,DEM BEN DESMIDT,424,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,REP BRIAN GONZALES,253,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,WRITE-IN NA,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,DISTRICT ATTORNEY,DEM CARLI MCNEILL,433,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,DISTRICT ATTORNEY,REP XAVIER SOLIS,243,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,DISTRICT ATTORNEY,WRITE-IN NA,3,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,COUNTY CLERK,DEM REGI WALIGORA,541,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,COUNTY CLERK,WRITE-IN NA,26,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,COUNTY TREASURER,DEM TERI JACOBSON,538,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,COUNTY TREASURER,WRITE-IN NA,24,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,REGISTER OF DEEDS,DEM JENNIFER MACK,523,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,REGISTER OF DEEDS,WRITE-IN NA,23,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,STATE REFERENDUM,YES NA,478,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 30,STATE REFERENDUM,NO NA,184,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,617,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,396,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,PRESIDENT / VICE PRESIDENT,"WTP ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",5,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,4,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,PRESIDENT / VICE PRESIDENT,JFA CORNEL WEST / MELINA ABDULLAH,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,PRESIDENT / VICE PRESIDENT,GRN JILL STEIN / RUDOLPH WARE,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,PRESIDENT / VICE PRESIDENT,PSL CLAUDIA DE LA CRUZ / KARINA GARCIA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,PRESIDENT / VICE PRESIDENT,WRITE-IN NA,3,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,UNITED STATES SENATOR,DEM TAMMY BALDWIN,606,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,UNITED STATES SENATOR,REP ERIC HOVDE,369,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,UNITED STATES SENATOR,DTC PHIL ANDERSON,28,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,UNITED STATES SENATOR,AFT THOMAS LEAGER,16,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,UNITED STATES SENATOR,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,REPRESENTATIVE IN CONGRESS,DEM PETER BARCA,579,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,REPRESENTATIVE IN CONGRESS,REP BRYAN STEIL,395,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,REPRESENTATIVE IN CONGRESS,"GRN CHESTER TODD, JR.",32,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,REPRESENTATIVE IN CONGRESS,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,STATE SENATOR DISTRICT 22,DEM ROBERT W. WIRCH,782,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,STATE SENATOR DISTRICT 22,WRITE-IN NA,37,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,DEM BEN DESMIDT,592,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,REP BRIAN GONZALES,401,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,DISTRICT ATTORNEY,DEM CARLI MCNEILL,612,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,DISTRICT ATTORNEY,REP XAVIER SOLIS,376,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,DISTRICT ATTORNEY,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,COUNTY CLERK,DEM REGI WALIGORA,782,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,COUNTY CLERK,WRITE-IN NA,36,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,COUNTY TREASURER,DEM TERI JACOBSON,771,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,COUNTY TREASURER,WRITE-IN NA,33,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 31,REGISTER OF DEEDS,DEM JENNIFER MACK,770,KENOSHA,C
