municipality,reporting_unit,contest,candidate,votes,county,ctv
MATTESON,TOWN OF MATTESON WARD 1,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,WAUPACA,T
MATTESON,TOWN OF MATTESON WARD 1,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",2,WAUPACA,T
MATTESON,TOWN OF MATTESON WARD 1,PRESIDENT,PETER SONSKI LAUREN ONAK (WRITE-IN),0,WAUPACA,T
MATTESON,TOWN OF MATTESON WARD 1,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,WAUPACA,T
MATTESON,TOWN OF MATTESON WARD 1,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,WAUPACA,T
MATTESON,TOWN OF MATTESON WARD 1,PRESIDENT,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,WAUPACA,T
MATTESON,TOWN OF MATTESON WARD 1,PRESIDENT,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,WAUPACA,T
MATTESON,TOWN OF MATTESON WARD 1,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,WAUPACA,T
MATTESON,TOWN OF MATTESON WARD 1,PRESIDENT,SCATTERING,0,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 1-2,PRESIDENT,KAMALA D. HARRIS TIM WALZ,200,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 1-2,PRESIDENT,DONALD J. TRUMP JD VANCE,472,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 1-2,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,2,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 1-2,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,4,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 1-2,PRESIDENT,JILL STEIN RUDOLPH WARE,0,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 1-2,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 1-2,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 1-2,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",2,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 1-2,PRESIDENT,PETER SONSKI LAUREN ONAK (WRITE-IN),0,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 1-2,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 1-2,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 1-2,PRESIDENT,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 1-2,PRESIDENT,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 1-2,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 1-2,PRESIDENT,SCATTERING,1,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 3-5,PRESIDENT,KAMALA D. HARRIS TIM WALZ,388,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 3-5,PRESIDENT,DONALD J. TRUMP JD VANCE,837,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 3-5,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,1,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 3-5,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,3,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 3-5,PRESIDENT,JILL STEIN RUDOLPH WARE,3,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 3-5,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 3-5,PRESIDENT,CORNEL WEST MELINA ABDULLAH,1,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 3-5,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",3,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 3-5,PRESIDENT,PETER SONSKI LAUREN ONAK (WRITE-IN),1,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 3-5,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 3-5,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 3-5,PRESIDENT,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 3-5,PRESIDENT,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 3-5,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,WAUPACA,T
MUKWA,TOWN OF MUKWA WARDS 3-5,PRESIDENT,SCATTERING,4,WAUPACA,T
ROYALTON,TOWN OF ROYALTON WARDS 1-3,PRESIDENT,KAMALA D. HARRIS TIM WALZ,227,WAUPACA,T
ROYALTON,TOWN OF ROYALTON WARDS 1-3,PRESIDENT,DONALD J. TRUMP JD VANCE,674,WAUPACA,T
ROYALTON,TOWN OF ROYALTON WARDS 1-3,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,3,WAUPACA,T
ROYALTON,TOWN OF ROYALTON WARDS 1-3,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,1,WAUPACA,T
ROYALTON,TOWN OF ROYALTON WARDS 1-3,PRESIDENT,JILL STEIN RUDOLPH WARE,0,WAUPACA,T
ROYALTON,TOWN OF ROYALTON WARDS 1-3,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,WAUPACA,T
ROYALTON,TOWN OF ROYALTON WARDS 1-3,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,WAUPACA,T
ROYALTON,TOWN OF ROYALTON WARDS 1-3,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",0,WAUPACA,T
ROYALTON,TOWN OF ROYALTON WARDS 1-3,PRESIDENT,PETER SONSKI LAUREN ONAK (WRITE-IN),0,WAUPACA,T
ROYALTON,TOWN OF ROYALTON WARDS 1-3,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,WAUPACA,T
ROYALTON,TOWN OF ROYALTON WARDS 1-3,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,WAUPACA,T
ROYALTON,TOWN OF ROYALTON WARDS 1-3,PRESIDENT,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,WAUPACA,T
ROYALTON,TOWN OF ROYALTON WARDS 1-3,PRESIDENT,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,WAUPACA,T
ROYALTON,TOWN OF ROYALTON WARDS 1-3,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,WAUPACA,T
ROYALTON,TOWN OF ROYALTON WARDS 1-3,PRESIDENT,SCATTERING,112,WAUPACA,T
SAINT LAWRENCE,TOWN OF SAINT LAWRENCE WARDS 1-2,PRESIDENT,KAMALA D. HARRIS TIM WALZ,131,WAUPACA,T
SAINT LAWRENCE,TOWN OF SAINT LAWRENCE WARDS 1-2,PRESIDENT,DONALD J. TRUMP JD VANCE,326,WAUPACA,T
SAINT LAWRENCE,TOWN OF SAINT LAWRENCE WARDS 1-2,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,0,WAUPACA,T
SAINT LAWRENCE,TOWN OF SAINT LAWRENCE WARDS 1-2,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,0,WAUPACA,T
SAINT LAWRENCE,TOWN OF SAINT LAWRENCE WARDS 1-2,PRESIDENT,JILL STEIN RUDOLPH WARE,0,WAUPACA,T
SAINT LAWRENCE,TOWN OF SAINT LAWRENCE WARDS 1-2,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,WAUPACA,T
SAINT LAWRENCE,TOWN OF SAINT LAWRENCE WARDS 1-2,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,WAUPACA,T
SAINT LAWRENCE,TOWN OF SAINT LAWRENCE WARDS 1-2,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",1,WAUPACA,T
SAINT LAWRENCE,TOWN OF SAINT LAWRENCE WARDS 1-2,PRESIDENT,PETER SONSKI LAUREN ONAK (WRITE-IN),0,WAUPACA,T
SAINT LAWRENCE,TOWN OF SAINT LAWRENCE WARDS 1-2,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,WAUPACA,T
SAINT LAWRENCE,TOWN OF SAINT LAWRENCE WARDS 1-2,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,WAUPACA,T
SAINT LAWRENCE,TOWN OF SAINT LAWRENCE WARDS 1-2,PRESIDENT,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,WAUPACA,T
SAINT LAWRENCE,TOWN OF SAINT LAWRENCE WARDS 1-2,PRESIDENT,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,WAUPACA,T
SAINT LAWRENCE,TOWN OF SAINT LAWRENCE WARDS 1-2,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,WAUPACA,T
SAINT LAWRENCE,TOWN OF SAINT LAWRENCE WARDS 1-2,PRESIDENT,SCATTERING,0,WAUPACA,T
SCANDINAVIA,TOWN OF SCANDINAVIA WARDS 1-2,PRESIDENT,KAMALA D. HARRIS TIM WALZ,279,WAUPACA,T
SCANDINAVIA,TOWN OF SCANDINAVIA WARDS 1-2,PRESIDENT,DONALD J. TRUMP JD VANCE,441,WAUPACA,T
SCANDINAVIA,TOWN OF SCANDINAVIA WARDS 1-2,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,1,WAUPACA,T
SCANDINAVIA,TOWN OF SCANDINAVIA WARDS 1-2,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,3,WAUPACA,T
SCANDINAVIA,TOWN OF SCANDINAVIA WARDS 1-2,PRESIDENT,JILL STEIN RUDOLPH WARE,0,WAUPACA,T
SCANDINAVIA,TOWN OF SCANDINAVIA WARDS 1-2,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,WAUPACA,T
SCANDINAVIA,TOWN OF SCANDINAVIA WARDS 1-2,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,WAUPACA,T
SCANDINAVIA,TOWN OF SCANDINAVIA WARDS 1-2,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",2,WAUPACA,T
SCANDINAVIA,TOWN OF SCANDINAVIA WARDS 1-2,PRESIDENT,PETER SONSKI LAUREN ONAK (WRITE-IN),0,WAUPACA,T
SCANDINAVIA,TOWN OF SCANDINAVIA WARDS 1-2,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,WAUPACA,T
SCANDINAVIA,TOWN OF SCANDINAVIA WARDS 1-2,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,WAUPACA,T
SCANDINAVIA,TOWN OF SCANDINAVIA WARDS 1-2,PRESIDENT,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,WAUPACA,T
SCANDINAVIA,TOWN OF SCANDINAVIA WARDS 1-2,PRESIDENT,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,WAUPACA,T
SCANDINAVIA,TOWN OF SCANDINAVIA WARDS 1-2,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,WAUPACA,T
SCANDINAVIA,TOWN OF SCANDINAVIA WARDS 1-2,PRESIDENT,SCATTERING,1,WAUPACA,T
UNION,TOWN OF UNION WARDS 1-2,PRESIDENT,KAMALA D. HARRIS TIM WALZ,113,WAUPACA,T
UNION,TOWN OF UNION WARDS 1-2,PRESIDENT,DONALD J. TRUMP JD VANCE,330,WAUPACA,T
UNION,TOWN OF UNION WARDS 1-2,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,0,WAUPACA,T
UNION,TOWN OF UNION WARDS 1-2,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,0,WAUPACA,T
UNION,TOWN OF UNION WARDS 1-2,PRESIDENT,JILL STEIN RUDOLPH WARE,0,WAUPACA,T
UNION,TOWN OF UNION WARDS 1-2,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,WAUPACA,T
UNION,TOWN OF UNION WARDS 1-2,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,WAUPACA,T
UNION,TOWN OF UNION WARDS 1-2,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",0,WAUPACA,T
UNION,TOWN OF UNION WARDS 1-2,PRESIDENT,PETER SONSKI LAUREN ONAK (WRITE-IN),0,WAUPACA,T
UNION,TOWN OF UNION WARDS 1-2,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,WAUPACA,T
UNION,TOWN OF UNION WARDS 1-2,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,WAUPACA,T
UNION,TOWN OF UNION WARDS 1-2,PRESIDENT,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,WAUPACA,T
UNION,TOWN OF UNION WARDS 1-2,PRESIDENT,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,WAUPACA,T
UNION,TOWN OF UNION WARDS 1-2,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,WAUPACA,T
UNION,TOWN OF UNION WARDS 1-2,PRESIDENT,SCATTERING,0,WAUPACA,T
WAUPACA,TOWN OF WAUPACA WARDS 1-2,PRESIDENT,KAMALA D. HARRIS TIM WALZ,225,WAUPACA,T
WAUPACA,TOWN OF WAUPACA WARDS 1-2,PRESIDENT,DONALD J. TRUMP JD VANCE,511,WAUPACA,T
WAUPACA,TOWN OF WAUPACA WARDS 1-2,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,2,WAUPACA,T
WAUPACA,TOWN OF WAUPACA WARDS 1-2,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,5,WAUPACA,T
WAUPACA,TOWN OF WAUPACA WARDS 1-2,PRESIDENT,JILL STEIN RUDOLPH WARE,1,WAUPACA,T
WAUPACA,TOWN OF WAUPACA WARDS 1-2,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,WAUPACA,T
WAUPACA,TOWN OF WAUPACA WARDS 1-2,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,WAUPACA,T
WAUPACA,TOWN OF WAUPACA WARDS 1-2,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",1,WAUPACA,T
WAUPACA,TOWN OF WAUPACA WARDS 1-2,PRESIDENT,PETER SONSKI LAUREN ONAK (WRITE-IN),0,WAUPACA,T
WAUPACA,TOWN OF WAUPACA WARDS 1-2,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,WAUPACA,T
WAUPACA,TOWN OF WAUPACA WARDS 1-2,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,WAUPACA,T
WAUPACA,TOWN OF WAUPACA WARDS 1-2,PRESIDENT,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,WAUPACA,T
WAUPACA,TOWN OF WAUPACA WARDS 1-2,PRESIDENT,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,WAUPACA,T
WAUPACA,TOWN OF WAUPACA WARDS 1-2,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,WAUPACA,T
WAUPACA,TOWN OF WAUPACA WARDS 1-2,PRESIDENT,SCATTERING,1,WAUPACA,T
WEYAUWEGA,TOWN OF WEYAUWEGA WARD 1,PRESIDENT,KAMALA D. HARRIS TIM WALZ,82,WAUPACA,T
WEYAUWEGA,TOWN OF WEYAUWEGA WARD 1,PRESIDENT,DONALD J. TRUMP JD VANCE,270,WAUPACA,T
WEYAUWEGA,TOWN OF WEYAUWEGA WARD 1,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,0,WAUPACA,T
WEYAUWEGA,TOWN OF WEYAUWEGA WARD 1,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,1,WAUPACA,T
WEYAUWEGA,TOWN OF WEYAUWEGA WARD 1,PRESIDENT,JILL STEIN RUDOLPH WARE,0,WAUPACA,T
WEYAUWEGA,TOWN OF WEYAUWEGA WARD 1,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,WAUPACA,T
WEYAUWEGA,TOWN OF WEYAUWEGA WARD 1,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,WAUPACA,T
WEYAUWEGA,TOWN OF WEYAUWEGA WARD 1,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",2,WAUPACA,T
WEYAUWEGA,TOWN OF WEYAUWEGA WARD 1,PRESIDENT,PETER SONSKI LAUREN ONAK (WRITE-IN),0,WAUPACA,T
WEYAUWEGA,TOWN OF WEYAUWEGA WARD 1,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,WAUPACA,T
WEYAUWEGA,TOWN OF WEYAUWEGA WARD 1,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,WAUPACA,T
WEYAUWEGA,TOWN OF WEYAUWEGA WARD 1,PRESIDENT,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,WAUPACA,T
WEYAUWEGA,TOWN OF WEYAUWEGA WARD 1,PRESIDENT,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,WAUPACA,T
WEYAUWEGA,TOWN OF WEYAUWEGA WARD 1,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,WAUPACA,T
WEYAUWEGA,TOWN OF WEYAUWEGA WARD 1,PRESIDENT,SCATTERING,0,WAUPACA,T
WYOMING,TOWN OF WYOMING WARD 1,PRESIDENT,KAMALA D. HARRIS TIM WALZ,38,WAUPACA,T
WYOMING,TOWN OF WYOMING WARD 1,PRESIDENT,DONALD J. TRUMP JD VANCE,119,WAUPACA,T
WYOMING,TOWN OF WYOMING WARD 1,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,1,WAUPACA,T
WYOMING,TOWN OF WYOMING WARD 1,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,0,WAUPACA,T
WYOMING,TOWN OF WYOMING WARD 1,PRESIDENT,JILL STEIN RUDOLPH WARE,0,WAUPACA,T
WYOMING,TOWN OF WYOMING WARD 1,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,WAUPACA,T
WYOMING,TOWN OF WYOMING WARD 1,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,WAUPACA,T
WYOMING,TOWN OF WYOMING WARD 1,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",1,WAUPACA,T
WYOMING,TOWN OF WYOMING WARD 1,PRESIDENT,PETER SONSKI LAUREN ONAK (WRITE-IN),0,WAUPACA,T
WYOMING,TOWN OF WYOMING WARD 1,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,WAUPACA,T
WYOMING,TOWN OF WYOMING WARD 1,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,WAUPACA,T
WYOMING,TOWN OF WYOMING WARD 1,PRESIDENT,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,WAUPACA,T
WYOMING,TOWN OF WYOMING WARD 1,PRESIDENT,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,WAUPACA,T
WYOMING,TOWN OF WYOMING WARD 1,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,WAUPACA,T
WYOMING,TOWN OF WYOMING WARD 1,PRESIDENT,SCATTERING,0,WAUPACA,T
BIG FALLS,VILLAGE OF BIG FALLS WARD 1,PRESIDENT,KAMALA D. HARRIS TIM WALZ,13,WAUPACA,V
BIG FALLS,VILLAGE OF BIG FALLS WARD 1,PRESIDENT,DONALD J. TRUMP JD VANCE,35,WAUPACA,V
BIG FALLS,VILLAGE OF BIG FALLS WARD 1,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,0,WAUPACA,V
BIG FALLS,VILLAGE OF BIG FALLS WARD 1,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,1,WAUPACA,V
BIG FALLS,VILLAGE OF BIG FALLS WARD 1,PRESIDENT,JILL STEIN RUDOLPH WARE,1,WAUPACA,V
BIG FALLS,VILLAGE OF BIG FALLS WARD 1,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,WAUPACA,V
BIG FALLS,VILLAGE OF BIG FALLS WARD 1,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,WAUPACA,V
BIG FALLS,VILLAGE OF BIG FALLS WARD 1,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",0,WAUPACA,V
BIG FALLS,VILLAGE OF BIG FALLS WARD 1,PRESIDENT,PETER SONSKI LAUREN ONAK (WRITE-IN),0,WAUPACA,V
BIG FALLS,VILLAGE OF BIG FALLS WARD 1,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,WAUPACA,V
BIG FALLS,VILLAGE OF BIG FALLS WARD 1,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,WAUPACA,V
BIG FALLS,VILLAGE OF BIG FALLS WARD 1,PRESIDENT,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,WAUPACA,V
BIG FALLS,VILLAGE OF BIG FALLS WARD 1,PRESIDENT,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,WAUPACA,V
BIG FALLS,VILLAGE OF BIG FALLS WARD 1,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,WAUPACA,V
BIG FALLS,VILLAGE OF BIG FALLS WARD 1,PRESIDENT,SCATTERING,0,WAUPACA,V
EMBARRASS,VILLAGE OF EMBARRASS WARD 1,PRESIDENT,KAMALA D. HARRIS TIM WALZ,58,WAUPACA,V
EMBARRASS,VILLAGE OF EMBARRASS WARD 1,PRESIDENT,DONALD J. TRUMP JD VANCE,131,WAUPACA,V
EMBARRASS,VILLAGE OF EMBARRASS WARD 1,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,0,WAUPACA,V
EMBARRASS,VILLAGE OF EMBARRASS WARD 1,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,0,WAUPACA,V
EMBARRASS,VILLAGE OF EMBARRASS WARD 1,PRESIDENT,JILL STEIN RUDOLPH WARE,0,WAUPACA,V
EMBARRASS,VILLAGE OF EMBARRASS WARD 1,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,WAUPACA,V
EMBARRASS,VILLAGE OF EMBARRASS WARD 1,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,WAUPACA,V
EMBARRASS,VILLAGE OF EMBARRASS WARD 1,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",0,WAUPACA,V
EMBARRASS,VILLAGE OF EMBARRASS WARD 1,PRESIDENT,PETER SONSKI LAUREN ONAK (WRITE-IN),0,WAUPACA,V
EMBARRASS,VILLAGE OF EMBARRASS WARD 1,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,WAUPACA,V
EMBARRASS,VILLAGE OF EMBARRASS WARD 1,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,WAUPACA,V
EMBARRASS,VILLAGE OF EMBARRASS WARD 1,PRESIDENT,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,WAUPACA,V
EMBARRASS,VILLAGE OF EMBARRASS WARD 1,PRESIDENT,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,WAUPACA,V
EMBARRASS,VILLAGE OF EMBARRASS WARD 1,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,WAUPACA,V
EMBARRASS,VILLAGE OF EMBARRASS WARD 1,PRESIDENT,SCATTERING,0,WAUPACA,V
FREMONT,VILLAGE OF FREMONT WARDS 1-2,PRESIDENT,KAMALA D. HARRIS TIM WALZ,131,WAUPACA,V
FREMONT,VILLAGE OF FREMONT WARDS 1-2,PRESIDENT,DONALD J. TRUMP JD VANCE,347,WAUPACA,V
FREMONT,VILLAGE OF FREMONT WARDS 1-2,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,3,WAUPACA,V
FREMONT,VILLAGE OF FREMONT WARDS 1-2,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,1,WAUPACA,V
FREMONT,VILLAGE OF FREMONT WARDS 1-2,PRESIDENT,JILL STEIN RUDOLPH WARE,1,WAUPACA,V
FREMONT,VILLAGE OF FREMONT WARDS 1-2,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,WAUPACA,V
FREMONT,VILLAGE OF FREMONT WARDS 1-2,PRESIDENT,CORNEL WEST MELINA ABDULLAH,1,WAUPACA,V
FREMONT,VILLAGE OF FREMONT WARDS 1-2,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",3,WAUPACA,V
FREMONT,VILLAGE OF FREMONT WARDS 1-2,PRESIDENT,PETER SONSKI LAUREN ONAK (WRITE-IN),0,WAUPACA,V
FREMONT,VILLAGE OF FREMONT WARDS 1-2,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,WAUPACA,V
FREMONT,VILLAGE OF FREMONT WARDS 1-2,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,WAUPACA,V
FREMONT,VILLAGE OF FREMONT WARDS 1-2,PRESIDENT,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,WAUPACA,V
FREMONT,VILLAGE OF FREMONT WARDS 1-2,PRESIDENT,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,WAUPACA,V
FREMONT,VILLAGE OF FREMONT WARDS 1-2,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,WAUPACA,V
FREMONT,VILLAGE OF FREMONT WARDS 1-2,PRESIDENT,SCATTERING,0,WAUPACA,V
IOLA,VILLAGE OF IOLA WARDS 1-2,PRESIDENT,KAMALA D. HARRIS TIM WALZ,266,WAUPACA,V
IOLA,VILLAGE OF IOLA WARDS 1-2,PRESIDENT,DONALD J. TRUMP JD VANCE,459,WAUPACA,V
IOLA,VILLAGE OF IOLA WARDS 1-2,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,2,WAUPACA,V
IOLA,VILLAGE OF IOLA WARDS 1-2,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,4,WAUPACA,V
IOLA,VILLAGE OF IOLA WARDS 1-2,PRESIDENT,JILL STEIN RUDOLPH WARE,1,WAUPACA,V
IOLA,VILLAGE OF IOLA WARDS 1-2,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,WAUPACA,V
IOLA,VILLAGE OF IOLA WARDS 1-2,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,WAUPACA,V
IOLA,VILLAGE OF IOLA WARDS 1-2,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",3,WAUPACA,V
