contest,candidate,reporting_unit,votes,county,ctv,municipality
DISTRICT ATTORNEY,MICHAEL J. SCHOLKE (REPUBLICAN),COMMONWEALTH WARDS 1-3,234,FLORENCE,T,COMMONWEALTH
DISTRICT ATTORNEY,MICHAEL J. SCHOLKE (REPUBLICAN),FENCE,109,FLORENCE,T,FENCE
DISTRICT ATTORNEY,MICHAEL J. SCHOLKE (REPUBLICAN),FERN,126,FLORENCE,T,FERN
DISTRICT ATTORNEY,MICHAEL J. SCHOLKE (REPUBLICAN),FLORENCE WARDS 1-7,1218,FLORENCE,T,FLORENCE
DISTRICT ATTORNEY,MICHAEL J. SCHOLKE (REPUBLICAN),HOMESTEAD,254,FLORENCE,T,HOMESTEAD
DISTRICT ATTORNEY,MICHAEL J. SCHOLKE (REPUBLICAN),LONG LAKE,114,FLORENCE,T,LONG LAKE
DISTRICT ATTORNEY,MICHAEL J. SCHOLKE (REPUBLICAN),TIPLER,106,FLORENCE,T,TIPLER
COUNTY CLERK,DONNA TRUDELL (REPUBLICAN),AURORA WARDS 1-3,569,FLORENCE,T,AURORA
COUNTY CLERK,DONNA TRUDELL (REPUBLICAN),COMMONWEALTH WARDS 1-3,230,FLORENCE,T,COMMONWEALTH
COUNTY CLERK,DONNA TRUDELL (REPUBLICAN),FENCE,119,FLORENCE,T,FENCE
COUNTY CLERK,DONNA TRUDELL (REPUBLICAN),FERN,130,FLORENCE,T,FERN
COUNTY CLERK,DONNA TRUDELL (REPUBLICAN),FLORENCE WARDS 1-7,1217,FLORENCE,T,FLORENCE
COUNTY CLERK,DONNA TRUDELL (REPUBLICAN),HOMESTEAD,261,FLORENCE,T,HOMESTEAD
COUNTY CLERK,DONNA TRUDELL (REPUBLICAN),LONG LAKE,118,FLORENCE,T,LONG LAKE
COUNTY CLERK,DONNA TRUDELL (REPUBLICAN),TIPLER,107,FLORENCE,T,TIPLER
COUNTY TREASURER,DONNA LIEBERGEN (REPUBLICAN),AURORA WARDS 1-3,575,FLORENCE,T,AURORA
COUNTY TREASURER,DONNA LIEBERGEN (REPUBLICAN),COMMONWEALTH WARDS 1-3,238,FLORENCE,T,COMMONWEALTH
COUNTY TREASURER,DONNA LIEBERGEN (REPUBLICAN),FENCE,119,FLORENCE,T,FENCE
COUNTY TREASURER,DONNA LIEBERGEN (REPUBLICAN),FERN,133,FLORENCE,T,FERN
COUNTY TREASURER,DONNA LIEBERGEN (REPUBLICAN),FLORENCE WARDS 1-7,1237,FLORENCE,T,FLORENCE
COUNTY TREASURER,DONNA LIEBERGEN (REPUBLICAN),HOMESTEAD,258,FLORENCE,T,HOMESTEAD
COUNTY TREASURER,DONNA LIEBERGEN (REPUBLICAN),LONG LAKE,120,FLORENCE,T,LONG LAKE
COUNTY TREASURER,DONNA LIEBERGEN (REPUBLICAN),TIPLER,106,FLORENCE,T,TIPLER
REGISTER OF DEEDS,CAROL DEMKO (REPUBLICAN),AURORA WARDS 1-3,574,FLORENCE,T,AURORA
REGISTER OF DEEDS,CAROL DEMKO (REPUBLICAN),COMMONWEALTH WARDS 1-3,240,FLORENCE,T,COMMONWEALTH
REGISTER OF DEEDS,CAROL DEMKO (REPUBLICAN),FENCE,120,FLORENCE,T,FENCE
REGISTER OF DEEDS,CAROL DEMKO (REPUBLICAN),FERN,138,FLORENCE,T,FERN
REGISTER OF DEEDS,CAROL DEMKO (REPUBLICAN),FLORENCE WARDS 1-7,1238,FLORENCE,T,FLORENCE
REGISTER OF DEEDS,CAROL DEMKO (REPUBLICAN),HOMESTEAD,259,FLORENCE,T,HOMESTEAD
REGISTER OF DEEDS,CAROL DEMKO (REPUBLICAN),LONG LAKE,119,FLORENCE,T,LONG LAKE
REGISTER OF DEEDS,CAROL DEMKO (REPUBLICAN),TIPLER,109,FLORENCE,T,TIPLER
