contest,candidate,reporting_unit,votes,county,ctv,municipality
PRESIDENT OF THE UNITED STATES,PETER SONSKI,TOWN ANTIGO WD 1-2,0,LANGLADE,T,ANTIGO
PRESIDENT OF THE UNITED STATES,PETER SONSKI,TOWN ELCHO WD 1-2,0,LANGLADE,T,ELCHO
PRESIDENT OF THE UNITED STATES,PETER SONSKI,TOWN EVERGREEN,0,LANGLADE,T,EVERGREEN
PRESIDENT OF THE UNITED STATES,PETER SONSKI,TOWN LANGLADE WD 1-2,0,LANGLADE,T,LANGLADE
PRESIDENT OF THE UNITED STATES,PETER SONSKI,TOWN NEVA,0,LANGLADE,T,NEVA
PRESIDENT OF THE UNITED STATES,PETER SONSKI,TOWN NORWOOD,0,LANGLADE,T,NORWOOD
PRESIDENT OF THE UNITED STATES,PETER SONSKI,TOWN PARRISH,0,LANGLADE,T,PARRISH
PRESIDENT OF THE UNITED STATES,PETER SONSKI,TOWN PECK,0,LANGLADE,T,PECK
PRESIDENT OF THE UNITED STATES,PETER SONSKI,TOWN POLAR WD 1-2,0,LANGLADE,T,POLAR
PRESIDENT OF THE UNITED STATES,PETER SONSKI,TOWN PRICE WD 1-2,0,LANGLADE,T,PRICE
PRESIDENT OF THE UNITED STATES,PETER SONSKI,TOWN ROLLING WD 1-2,0,LANGLADE,T,ROLLING
PRESIDENT OF THE UNITED STATES,PETER SONSKI,TOWN SUMMIT,0,LANGLADE,T,SUMMIT
PRESIDENT OF THE UNITED STATES,PETER SONSKI,TOWN UPHAM,0,LANGLADE,T,UPHAM
PRESIDENT OF THE UNITED STATES,PETER SONSKI,TOWN VILAS,0,LANGLADE,T,VILAS
PRESIDENT OF THE UNITED STATES,PETER SONSKI,TOWN WOLF RIVER WD 1-2,0,LANGLADE,T,WOLF RIVER
PRESIDENT OF THE UNITED STATES,PETER SONSKI,VILLAGE WHITE LAKE,0,LANGLADE,V,WHITE LAKE
PRESIDENT OF THE UNITED STATES,PETER SONSKI,CITY OF ANTIGO WARD 1,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,PETER SONSKI,CITY OF ANTIGO WARD 2,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,PETER SONSKI,CITY OF ANTIGO WARD 3,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,PETER SONSKI,CITY OF ANTIGO WARD 4,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,PETER SONSKI,CITY OF ANTIGO WARD 5,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,PETER SONSKI,CITY OF ANTIGO WARD 6,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,PETER SONSKI,CITY OF ANTIGO WARD 7,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,PETER SONSKI,CITY OF ANTIGO WARD 8,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,PETER SONSKI,CITY OF ANTIGO WARD 9,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,TOWN ACKLEY,0,LANGLADE,T,ACKLEY
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,TOWN AINSWORTH,0,LANGLADE,T,AINSWORTH
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,TOWN ANTIGO WD 1-2,0,LANGLADE,T,ANTIGO
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,TOWN ELCHO WD 1-2,0,LANGLADE,T,ELCHO
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,TOWN EVERGREEN,0,LANGLADE,T,EVERGREEN
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,TOWN LANGLADE WD 1-2,0,LANGLADE,T,LANGLADE
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,TOWN NEVA,0,LANGLADE,T,NEVA
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,TOWN NORWOOD,0,LANGLADE,T,NORWOOD
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,TOWN PARRISH,0,LANGLADE,T,PARRISH
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,TOWN PECK,0,LANGLADE,T,PECK
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,TOWN POLAR WD 1-2,0,LANGLADE,T,POLAR
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,TOWN PRICE WD 1-2,0,LANGLADE,T,PRICE
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,TOWN ROLLING WD 1-2,0,LANGLADE,T,ROLLING
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,TOWN SUMMIT,0,LANGLADE,T,SUMMIT
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,TOWN UPHAM,0,LANGLADE,T,UPHAM
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,TOWN VILAS,0,LANGLADE,T,VILAS
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,TOWN WOLF RIVER WD 1-2,0,LANGLADE,T,WOLF RIVER
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,VILLAGE WHITE LAKE,0,LANGLADE,V,WHITE LAKE
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,CITY OF ANTIGO WARD 1,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,CITY OF ANTIGO WARD 2,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,CITY OF ANTIGO WARD 3,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,CITY OF ANTIGO WARD 4,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,CITY OF ANTIGO WARD 5,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,CITY OF ANTIGO WARD 6,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,CITY OF ANTIGO WARD 7,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,CITY OF ANTIGO WARD 8,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX,CITY OF ANTIGO WARD 9,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,TOWN ACKLEY,0,LANGLADE,T,ACKLEY
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,TOWN AINSWORTH,0,LANGLADE,T,AINSWORTH
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,TOWN ANTIGO WD 1-2,0,LANGLADE,T,ANTIGO
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,TOWN ELCHO WD 1-2,0,LANGLADE,T,ELCHO
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,TOWN EVERGREEN,0,LANGLADE,T,EVERGREEN
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,TOWN LANGLADE WD 1-2,0,LANGLADE,T,LANGLADE
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,TOWN NEVA,0,LANGLADE,T,NEVA
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,TOWN NORWOOD,0,LANGLADE,T,NORWOOD
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,TOWN PARRISH,0,LANGLADE,T,PARRISH
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,TOWN PECK,0,LANGLADE,T,PECK
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,TOWN POLAR WD 1-2,0,LANGLADE,T,POLAR
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,TOWN PRICE WD 1-2,0,LANGLADE,T,PRICE
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,TOWN ROLLING WD 1-2,0,LANGLADE,T,ROLLING
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,TOWN SUMMIT,0,LANGLADE,T,SUMMIT
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,TOWN UPHAM,0,LANGLADE,T,UPHAM
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,TOWN VILAS,0,LANGLADE,T,VILAS
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,TOWN WOLF RIVER WD 1-2,0,LANGLADE,T,WOLF RIVER
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,VILLAGE WHITE LAKE,0,LANGLADE,V,WHITE LAKE
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,CITY OF ANTIGO WARD 1,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,CITY OF ANTIGO WARD 2,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,CITY OF ANTIGO WARD 3,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,CITY OF ANTIGO WARD 4,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,CITY OF ANTIGO WARD 5,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,CITY OF ANTIGO WARD 6,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,CITY OF ANTIGO WARD 7,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,CITY OF ANTIGO WARD 8,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ,CITY OF ANTIGO WARD 9,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,TOWN ACKLEY,0,LANGLADE,T,ACKLEY
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,TOWN AINSWORTH,0,LANGLADE,T,AINSWORTH
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,TOWN ANTIGO WD 1-2,0,LANGLADE,T,ANTIGO
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,TOWN ELCHO WD 1-2,0,LANGLADE,T,ELCHO
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,TOWN EVERGREEN,0,LANGLADE,T,EVERGREEN
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,TOWN LANGLADE WD 1-2,0,LANGLADE,T,LANGLADE
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,TOWN NEVA,0,LANGLADE,T,NEVA
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,TOWN NORWOOD,0,LANGLADE,T,NORWOOD
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,TOWN PARRISH,0,LANGLADE,T,PARRISH
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,TOWN PECK,0,LANGLADE,T,PECK
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,TOWN POLAR WD 1-2,0,LANGLADE,T,POLAR
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,TOWN PRICE WD 1-2,0,LANGLADE,T,PRICE
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,TOWN ROLLING WD 1-2,0,LANGLADE,T,ROLLING
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,TOWN SUMMIT,0,LANGLADE,T,SUMMIT
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,TOWN UPHAM,0,LANGLADE,T,UPHAM
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,TOWN VILAS,0,LANGLADE,T,VILAS
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,TOWN WOLF RIVER WD 1-2,0,LANGLADE,T,WOLF RIVER
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,VILLAGE WHITE LAKE,0,LANGLADE,V,WHITE LAKE
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,CITY OF ANTIGO WARD 1,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,CITY OF ANTIGO WARD 2,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,CITY OF ANTIGO WARD 3,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,CITY OF ANTIGO WARD 4,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,CITY OF ANTIGO WARD 5,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,CITY OF ANTIGO WARD 6,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,CITY OF ANTIGO WARD 7,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,CITY OF ANTIGO WARD 8,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,DOUG JENKINS,CITY OF ANTIGO WARD 9,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,TOWN ACKLEY,0,LANGLADE,T,ACKLEY
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,TOWN AINSWORTH,0,LANGLADE,T,AINSWORTH
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,TOWN ANTIGO WD 1-2,0,LANGLADE,T,ANTIGO
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,TOWN ELCHO WD 1-2,0,LANGLADE,T,ELCHO
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,TOWN EVERGREEN,0,LANGLADE,T,EVERGREEN
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,TOWN LANGLADE WD 1-2,0,LANGLADE,T,LANGLADE
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,TOWN NEVA,0,LANGLADE,T,NEVA
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,TOWN NORWOOD,0,LANGLADE,T,NORWOOD
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,TOWN PARRISH,0,LANGLADE,T,PARRISH
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,TOWN PECK,0,LANGLADE,T,PECK
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,TOWN POLAR WD 1-2,0,LANGLADE,T,POLAR
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,TOWN PRICE WD 1-2,0,LANGLADE,T,PRICE
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,TOWN ROLLING WD 1-2,0,LANGLADE,T,ROLLING
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,TOWN SUMMIT,0,LANGLADE,T,SUMMIT
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,TOWN UPHAM,0,LANGLADE,T,UPHAM
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,TOWN VILAS,0,LANGLADE,T,VILAS
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,TOWN WOLF RIVER WD 1-2,0,LANGLADE,T,WOLF RIVER
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,VILLAGE WHITE LAKE,0,LANGLADE,V,WHITE LAKE
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,CITY OF ANTIGO WARD 1,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,CITY OF ANTIGO WARD 2,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,CITY OF ANTIGO WARD 3,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,CITY OF ANTIGO WARD 4,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,CITY OF ANTIGO WARD 5,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,CITY OF ANTIGO WARD 6,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,CITY OF ANTIGO WARD 7,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,CITY OF ANTIGO WARD 8,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS,CITY OF ANTIGO WARD 9,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,TOWN ACKLEY,0,LANGLADE,T,ACKLEY
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,TOWN AINSWORTH,0,LANGLADE,T,AINSWORTH
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,TOWN ANTIGO WD 1-2,0,LANGLADE,T,ANTIGO
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,TOWN ELCHO WD 1-2,0,LANGLADE,T,ELCHO
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,TOWN EVERGREEN,0,LANGLADE,T,EVERGREEN
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,TOWN LANGLADE WD 1-2,0,LANGLADE,T,LANGLADE
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,TOWN NEVA,0,LANGLADE,T,NEVA
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,TOWN NORWOOD,0,LANGLADE,T,NORWOOD
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,TOWN PARRISH,0,LANGLADE,T,PARRISH
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,TOWN PECK,0,LANGLADE,T,PECK
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,TOWN POLAR WD 1-2,0,LANGLADE,T,POLAR
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,TOWN PRICE WD 1-2,0,LANGLADE,T,PRICE
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,TOWN ROLLING WD 1-2,0,LANGLADE,T,ROLLING
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,TOWN SUMMIT,0,LANGLADE,T,SUMMIT
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,TOWN UPHAM,0,LANGLADE,T,UPHAM
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,TOWN VILAS,0,LANGLADE,T,VILAS
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,TOWN WOLF RIVER WD 1-2,0,LANGLADE,T,WOLF RIVER
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,VILLAGE WHITE LAKE,0,LANGLADE,V,WHITE LAKE
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,CITY OF ANTIGO WARD 1,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,CITY OF ANTIGO WARD 2,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,CITY OF ANTIGO WARD 3,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,CITY OF ANTIGO WARD 4,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,CITY OF ANTIGO WARD 5,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,CITY OF ANTIGO WARD 6,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,CITY OF ANTIGO WARD 7,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,CITY OF ANTIGO WARD 8,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,ANDRÉ RAMONE MCNEIL SR.,CITY OF ANTIGO WARD 9,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,WRITE-IN,TOWN ACKLEY,0,LANGLADE,T,ACKLEY
PRESIDENT OF THE UNITED STATES,WRITE-IN,TOWN AINSWORTH,0,LANGLADE,T,AINSWORTH
PRESIDENT OF THE UNITED STATES,WRITE-IN,TOWN ANTIGO WD 1-2,0,LANGLADE,T,ANTIGO
PRESIDENT OF THE UNITED STATES,WRITE-IN,TOWN ELCHO WD 1-2,0,LANGLADE,T,ELCHO
PRESIDENT OF THE UNITED STATES,WRITE-IN,TOWN EVERGREEN,0,LANGLADE,T,EVERGREEN
PRESIDENT OF THE UNITED STATES,WRITE-IN,TOWN LANGLADE WD 1-2,0,LANGLADE,T,LANGLADE
PRESIDENT OF THE UNITED STATES,WRITE-IN,TOWN NEVA,0,LANGLADE,T,NEVA
PRESIDENT OF THE UNITED STATES,WRITE-IN,TOWN NORWOOD,0,LANGLADE,T,NORWOOD
PRESIDENT OF THE UNITED STATES,WRITE-IN,TOWN PARRISH,0,LANGLADE,T,PARRISH
PRESIDENT OF THE UNITED STATES,WRITE-IN,TOWN PECK,0,LANGLADE,T,PECK
PRESIDENT OF THE UNITED STATES,WRITE-IN,TOWN POLAR WD 1-2,0,LANGLADE,T,POLAR
PRESIDENT OF THE UNITED STATES,WRITE-IN,TOWN PRICE WD 1-2,0,LANGLADE,T,PRICE
PRESIDENT OF THE UNITED STATES,WRITE-IN,TOWN ROLLING WD 1-2,0,LANGLADE,T,ROLLING
PRESIDENT OF THE UNITED STATES,WRITE-IN,TOWN SUMMIT,0,LANGLADE,T,SUMMIT
PRESIDENT OF THE UNITED STATES,WRITE-IN,TOWN UPHAM,0,LANGLADE,T,UPHAM
PRESIDENT OF THE UNITED STATES,WRITE-IN,TOWN VILAS,0,LANGLADE,T,VILAS
PRESIDENT OF THE UNITED STATES,WRITE-IN,TOWN WOLF RIVER WD 1-2,0,LANGLADE,T,WOLF RIVER
PRESIDENT OF THE UNITED STATES,WRITE-IN,VILLAGE WHITE LAKE,0,LANGLADE,V,WHITE LAKE
PRESIDENT OF THE UNITED STATES,WRITE-IN,CITY OF ANTIGO WARD 1,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,WRITE-IN,CITY OF ANTIGO WARD 2,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,WRITE-IN,CITY OF ANTIGO WARD 3,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,WRITE-IN,CITY OF ANTIGO WARD 4,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,WRITE-IN,CITY OF ANTIGO WARD 5,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,WRITE-IN,CITY OF ANTIGO WARD 6,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,WRITE-IN,CITY OF ANTIGO WARD 7,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,WRITE-IN,CITY OF ANTIGO WARD 8,0,LANGLADE,C,ANTIGO
PRESIDENT OF THE UNITED STATES,WRITE-IN,CITY OF ANTIGO WARD 9,0,LANGLADE,C,ANTIGO
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN ACKLEY,106,LANGLADE,T,ACKLEY
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN AINSWORTH,91,LANGLADE,T,AINSWORTH
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN ANTIGO WD 1-2,265,LANGLADE,T,ANTIGO
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN ELCHO WD 1-2,281,LANGLADE,T,ELCHO
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN EVERGREEN,91,LANGLADE,T,EVERGREEN
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN LANGLADE WD 1-2,104,LANGLADE,T,LANGLADE
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN NEVA,190,LANGLADE,T,NEVA
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN NORWOOD,170,LANGLADE,T,NORWOOD
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN PARRISH,19,LANGLADE,T,PARRISH
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN PECK,50,LANGLADE,T,PECK
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN POLAR WD 1-2,198,LANGLADE,T,POLAR
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN PRICE WD 1-2,42,LANGLADE,T,PRICE
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN ROLLING WD 1-2,262,LANGLADE,T,ROLLING
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN SUMMIT,31,LANGLADE,T,SUMMIT
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN UPHAM,169,LANGLADE,T,UPHAM
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN VILAS,30,LANGLADE,T,VILAS
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN WOLF RIVER WD 1-2,163,LANGLADE,T,WOLF RIVER
UNITED STATES SENATOR,TAMMY BALDWIN,VILLAGE WHITE LAKE,66,LANGLADE,V,WHITE LAKE
UNITED STATES SENATOR,TAMMY BALDWIN,CITY OF ANTIGO WARD 1,0,LANGLADE,C,ANTIGO
UNITED STATES SENATOR,TAMMY BALDWIN,CITY OF ANTIGO WARD 2,0,LANGLADE,C,ANTIGO
UNITED STATES SENATOR,TAMMY BALDWIN,CITY OF ANTIGO WARD 3,0,LANGLADE,C,ANTIGO
UNITED STATES SENATOR,TAMMY BALDWIN,CITY OF ANTIGO WARD 4,0,LANGLADE,C,ANTIGO
UNITED STATES SENATOR,TAMMY BALDWIN,CITY OF ANTIGO WARD 5,0,LANGLADE,C,ANTIGO
UNITED STATES SENATOR,TAMMY BALDWIN,CITY OF ANTIGO WARD 6,0,LANGLADE,C,ANTIGO
UNITED STATES SENATOR,TAMMY BALDWIN,CITY OF ANTIGO WARD 7,0,LANGLADE,C,ANTIGO
UNITED STATES SENATOR,TAMMY BALDWIN,CITY OF ANTIGO WARD 8,0,LANGLADE,C,ANTIGO
UNITED STATES SENATOR,TAMMY BALDWIN,CITY OF ANTIGO WARD 9,0,LANGLADE,C,ANTIGO
UNITED STATES SENATOR,ERIC HOVDE,TOWN ACKLEY,205,LANGLADE,T,ACKLEY
UNITED STATES SENATOR,ERIC HOVDE,TOWN AINSWORTH,242,LANGLADE,T,AINSWORTH
UNITED STATES SENATOR,ERIC HOVDE,TOWN ANTIGO WD 1-2,576,LANGLADE,T,ANTIGO
UNITED STATES SENATOR,ERIC HOVDE,TOWN ELCHO WD 1-2,554,LANGLADE,T,ELCHO
UNITED STATES SENATOR,ERIC HOVDE,TOWN EVERGREEN,208,LANGLADE,T,EVERGREEN
UNITED STATES SENATOR,ERIC HOVDE,TOWN LANGLADE WD 1-2,222,LANGLADE,T,LANGLADE
UNITED STATES SENATOR,ERIC HOVDE,TOWN NEVA,383,LANGLADE,T,NEVA
UNITED STATES SENATOR,ERIC HOVDE,TOWN NORWOOD,403,LANGLADE,T,NORWOOD
UNITED STATES SENATOR,ERIC HOVDE,TOWN PARRISH,49,LANGLADE,T,PARRISH
