ctv,reporting_unit,contest,candidate,votes,county,municipality
T,T GLENDALE WARDS,PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ/KARINA GARCIA (PARTY OF SOCIALISM AND LIBERATION),0,MONROE,GLENDALE
T,T GLENDALE WARDS,PRESIDENT/VICE PRESIDENT,CORNEL WEST/ MELINA ABDULLAH (JUSTICE FOR ALL),0,MONROE,GLENDALE
T,T GLENDALE WARDS,PRESIDENT/VICE PRESIDENT,ROBERT F. KENNEDY JR./ NICOLE SHANAHAN (WE THE PEOPLE),2,MONROE,GLENDALE
T,T GLENDALE WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN PETER SONSKI / LAUREN ONAK (INDEPENDENT),0,MONROE,GLENDALE
T,T GLENDALE WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN CHERUNDA LYNN FOX (INDEPENDENT),0,MONROE,GLENDALE
T,T GLENDALE WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN BRIAN KIENITZ (INDEPENDENT),0,MONROE,GLENDALE
T,T GLENDALE WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT),0,MONROE,GLENDALE
T,T GLENDALE WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY (INDEPENDENT),0,MONROE,GLENDALE
T,T GLENDALE WARDS,PRESIDENT/VICE PRESIDENT,"REG WRITE-IN ANDRE RAMONE MCNEIL, SR. (INDEPENDENT)",0,MONROE,GLENDALE
T,T GLENDALE WARDS,PRESIDENT/VICE PRESIDENT,SCATTERING,0,MONROE,GLENDALE
T,T GLENDALE WARDS,US SENATOR,TAMMY BALDWIN (DEMOCRATIC),119,MONROE,GLENDALE
T,T GLENDALE WARDS,US SENATOR,ERIC HOVDE (REPUBLICAN),266,MONROE,GLENDALE
T,T GLENDALE WARDS,US SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),3,MONROE,GLENDALE
T,T GLENDALE WARDS,US SENATOR,THOMAS LEAGER (AMERICA FIRST),7,MONROE,GLENDALE
T,T GLENDALE WARDS,US SENATOR,REG WRITE-IN JOHN SCHIESS (INDEPENDENT),0,MONROE,GLENDALE
T,T GLENDALE WARDS,US SENATOR,SCATTERING,0,MONROE,GLENDALE
T,T GLENDALE WARDS,REP IN CONGRESS DISTRICT 3,REBECCA COOKE (DEMOCRATIC),125,MONROE,GLENDALE
T,T GLENDALE WARDS,REP IN CONGRESS DISTRICT 3,DERRICK VAN ORDEN (REPUBLICAN),264,MONROE,GLENDALE
T,T GLENDALE WARDS,REP IN CONGRESS DISTRICT 3,SCATTERING,0,MONROE,GLENDALE
T,T GLENDALE WARDS,REPRESENTATIVE IN CONGRESS - DIST 7,KYLE KILBOURN (DEMOCRATICC),NA,MONROE,GLENDALE
T,T GLENDALE WARDS,REPRESENTATIVE IN CONGRESS - DIST 7,TOM TIFFANY (REPUBLICAN),NA,MONROE,GLENDALE
T,T GLENDALE WARDS,REPRESENTATIVE IN CONGRESS - DIST 7,SCATTERING,NA,MONROE,GLENDALE
T,T GLENDALE WARDS,STATE SENATOR - DIST 24,COLLIN MCNAMARA (DEMOCRATIC),111,MONROE,GLENDALE
T,T GLENDALE WARDS,STATE SENATOR - DIST 24,PATRICK TESTIN (REPUBLICAN),273,MONROE,GLENDALE
T,T GLENDALE WARDS,STATE SENATOR - DIST 24,SCATTERING,0,MONROE,GLENDALE
T,T GLENDALE WARDS,STATE SENATOR - DIST 32,BRAD PFAFF (DEMOCRATIC),NA,MONROE,GLENDALE
T,T GLENDALE WARDS,STATE SENATOR - DIST 32,STACY KLEIN (REPUBLICAN),NA,MONROE,GLENDALE
T,T GLENDALE WARDS,STATE SENATOR - DIST 32,SCATTERING,NA,MONROE,GLENDALE
T,T GLENDALE WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 70,REMY GOMEZ (DEMOCRATIC),98,MONROE,GLENDALE
T,T GLENDALE WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 70,NANCY LYNN VANDERMEER (REPUBLICAN),291,MONROE,GLENDALE
T,T GLENDALE WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 70,SCATTERING,0,MONROE,GLENDALE
T,T GLENDALE WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 95,JILL BILLINGS (DEMOCRATIC),NA,MONROE,GLENDALE
T,T GLENDALE WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 95,CEDRIC SCHNITZLER (REPUBLICAN),NA,MONROE,GLENDALE
T,T GLENDALE WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 95,SCATTERING,NA,MONROE,GLENDALE
T,T GLENDALE WARDS,DISTRICT ATTORNEY,KEVIN CRONINGER (REPUBLICAN),329,MONROE,GLENDALE
T,T GLENDALE WARDS,DISTRICT ATTORNEY,SCATTERING,2,MONROE,GLENDALE
T,T GLENDALE WARDS,COUNTY CLERK,SHELLEY R. BOHL (REPUBLICAN),340,MONROE,GLENDALE
T,T GLENDALE WARDS,COUNTY CLERK,SCATTERING,2,MONROE,GLENDALE
T,T GLENDALE WARDS,TREASURER,MINDY HEMMERSBACH (REPUBLICAN),344,MONROE,GLENDALE
T,T GLENDALE WARDS,TREASURER,SCATTERING,2,MONROE,GLENDALE
T,T GLENDALE WARDS,REGISTER OF DEEDS,DEB BRANDT (REPUBLICAN),344,MONROE,GLENDALE
T,T GLENDALE WARDS,REGISTER OF DEEDS,SCATTERING,2,MONROE,GLENDALE
T,T GLENDALE WARDS,STATE REFERENDA,YES,315,MONROE,GLENDALE
T,T GLENDALE WARDS,STATE REFERENDA,NO,76,MONROE,GLENDALE
T,T GRANT WARDS,PRESIDENT/VICE PRESIDENT,KAMALA D. HARRIS/ TIM WALZ (DEMOCRATIC),61,MONROE,GRANT
T,T GRANT WARDS,PRESIDENT/VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),222,MONROE,GRANT
T,T GRANT WARDS,PRESIDENT/VICE PRESIDENT,RANDALL TERRY/ STEPHEN BRODEN (CONSTITUTION),0,MONROE,GRANT
T,T GRANT WARDS,PRESIDENT/VICE PRESIDENT,CHASE RUSSELL OLIVER/ MIKE TER MAAT (LIBERTARIAN),0,MONROE,GRANT
T,T GRANT WARDS,PRESIDENT/VICE PRESIDENT,JILL STEIN/ RUDOLPH WARE (WISCONSIN GREEN),3,MONROE,GRANT
T,T GRANT WARDS,PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ/KARINA GARCIA (PARTY OF SOCIALISM AND LIBERATION),0,MONROE,GRANT
T,T GRANT WARDS,PRESIDENT/VICE PRESIDENT,CORNEL WEST/ MELINA ABDULLAH (JUSTICE FOR ALL),0,MONROE,GRANT
T,T GRANT WARDS,PRESIDENT/VICE PRESIDENT,ROBERT F. KENNEDY JR./ NICOLE SHANAHAN (WE THE PEOPLE),4,MONROE,GRANT
T,T GRANT WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN PETER SONSKI / LAUREN ONAK (INDEPENDENT),0,MONROE,GRANT
T,T GRANT WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN CHERUNDA LYNN FOX (INDEPENDENT),0,MONROE,GRANT
T,T GRANT WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN BRIAN KIENITZ (INDEPENDENT),0,MONROE,GRANT
T,T GRANT WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT),0,MONROE,GRANT
T,T GRANT WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY (INDEPENDENT),0,MONROE,GRANT
T,T GRANT WARDS,PRESIDENT/VICE PRESIDENT,"REG WRITE-IN ANDRE RAMONE MCNEIL, SR. (INDEPENDENT)",0,MONROE,GRANT
T,T GRANT WARDS,PRESIDENT/VICE PRESIDENT,SCATTERING,0,MONROE,GRANT
T,T GRANT WARDS,US SENATOR,TAMMY BALDWIN (DEMOCRATIC),63,MONROE,GRANT
T,T GRANT WARDS,US SENATOR,ERIC HOVDE (REPUBLICAN),211,MONROE,GRANT
T,T GRANT WARDS,US SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),3,MONROE,GRANT
T,T GRANT WARDS,US SENATOR,THOMAS LEAGER (AMERICA FIRST),9,MONROE,GRANT
T,T GRANT WARDS,US SENATOR,REG WRITE-IN JOHN SCHIESS (INDEPENDENT),0,MONROE,GRANT
T,T GRANT WARDS,US SENATOR,SCATTERING,0,MONROE,GRANT
T,T GRANT WARDS,REP IN CONGRESS DISTRICT 3,REBECCA COOKE (DEMOCRATIC),67,MONROE,GRANT
T,T GRANT WARDS,REP IN CONGRESS DISTRICT 3,DERRICK VAN ORDEN (REPUBLICAN),218,MONROE,GRANT
T,T GRANT WARDS,REP IN CONGRESS DISTRICT 3,SCATTERING,0,MONROE,GRANT
T,T GRANT WARDS,REPRESENTATIVE IN CONGRESS - DIST 7,KYLE KILBOURN (DEMOCRATICC),NA,MONROE,GRANT
T,T GRANT WARDS,REPRESENTATIVE IN CONGRESS - DIST 7,TOM TIFFANY (REPUBLICAN),NA,MONROE,GRANT
T,T GRANT WARDS,REPRESENTATIVE IN CONGRESS - DIST 7,SCATTERING,NA,MONROE,GRANT
T,T GRANT WARDS,STATE SENATOR - DIST 24,COLLIN MCNAMARA (DEMOCRATIC),53,MONROE,GRANT
T,T GRANT WARDS,STATE SENATOR - DIST 24,PATRICK TESTIN (REPUBLICAN),228,MONROE,GRANT
T,T GRANT WARDS,STATE SENATOR - DIST 24,SCATTERING,0,MONROE,GRANT
T,T GRANT WARDS,STATE SENATOR - DIST 32,BRAD PFAFF (DEMOCRATIC),NA,MONROE,GRANT
T,T GRANT WARDS,STATE SENATOR - DIST 32,STACY KLEIN (REPUBLICAN),NA,MONROE,GRANT
T,T GRANT WARDS,STATE SENATOR - DIST 32,SCATTERING,NA,MONROE,GRANT
T,T GRANT WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 70,REMY GOMEZ (DEMOCRATIC),55,MONROE,GRANT
T,T GRANT WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 70,NANCY LYNN VANDERMEER (REPUBLICAN),232,MONROE,GRANT
T,T GRANT WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 70,SCATTERING,0,MONROE,GRANT
T,T GRANT WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 95,JILL BILLINGS (DEMOCRATIC),NA,MONROE,GRANT
T,T GRANT WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 95,CEDRIC SCHNITZLER (REPUBLICAN),NA,MONROE,GRANT
T,T GRANT WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 95,SCATTERING,NA,MONROE,GRANT
T,T GRANT WARDS,DISTRICT ATTORNEY,KEVIN CRONINGER (REPUBLICAN),254,MONROE,GRANT
T,T GRANT WARDS,DISTRICT ATTORNEY,SCATTERING,5,MONROE,GRANT
T,T GRANT WARDS,COUNTY CLERK,SHELLEY R. BOHL (REPUBLICAN),258,MONROE,GRANT
T,T GRANT WARDS,COUNTY CLERK,SCATTERING,2,MONROE,GRANT
T,T GRANT WARDS,TREASURER,MINDY HEMMERSBACH (REPUBLICAN),258,MONROE,GRANT
T,T GRANT WARDS,TREASURER,SCATTERING,2,MONROE,GRANT
T,T GRANT WARDS,REGISTER OF DEEDS,DEB BRANDT (REPUBLICAN),259,MONROE,GRANT
T,T GRANT WARDS,REGISTER OF DEEDS,SCATTERING,2,MONROE,GRANT
T,T GRANT WARDS,STATE REFERENDA,YES,225,MONROE,GRANT
T,T GRANT WARDS,STATE REFERENDA,NO,55,MONROE,GRANT
T,"T GREENFIELD WARDS 1,2",PRESIDENT/VICE PRESIDENT,KAMALA D. HARRIS/ TIM WALZ (DEMOCRATIC),115,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",PRESIDENT/VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),326,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",PRESIDENT/VICE PRESIDENT,RANDALL TERRY/ STEPHEN BRODEN (CONSTITUTION),0,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",PRESIDENT/VICE PRESIDENT,CHASE RUSSELL OLIVER/ MIKE TER MAAT (LIBERTARIAN),0,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",PRESIDENT/VICE PRESIDENT,JILL STEIN/ RUDOLPH WARE (WISCONSIN GREEN),0,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ/KARINA GARCIA (PARTY OF SOCIALISM AND LIBERATION),0,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",PRESIDENT/VICE PRESIDENT,CORNEL WEST/ MELINA ABDULLAH (JUSTICE FOR ALL),0,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",PRESIDENT/VICE PRESIDENT,ROBERT F. KENNEDY JR./ NICOLE SHANAHAN (WE THE PEOPLE),1,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",PRESIDENT/VICE PRESIDENT,REG WRITE-IN PETER SONSKI / LAUREN ONAK (INDEPENDENT),0,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",PRESIDENT/VICE PRESIDENT,REG WRITE-IN CHERUNDA LYNN FOX (INDEPENDENT),0,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",PRESIDENT/VICE PRESIDENT,REG WRITE-IN BRIAN KIENITZ (INDEPENDENT),0,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",PRESIDENT/VICE PRESIDENT,REG WRITE-IN DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT),0,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",PRESIDENT/VICE PRESIDENT,REG WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY (INDEPENDENT),0,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",PRESIDENT/VICE PRESIDENT,"REG WRITE-IN ANDRE RAMONE MCNEIL, SR. (INDEPENDENT)",0,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",PRESIDENT/VICE PRESIDENT,SCATTERING,1,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",US SENATOR,TAMMY BALDWIN (DEMOCRATIC),134,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",US SENATOR,ERIC HOVDE (REPUBLICAN),301,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",US SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),4,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",US SENATOR,THOMAS LEAGER (AMERICA FIRST),2,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",US SENATOR,REG WRITE-IN JOHN SCHIESS (INDEPENDENT),0,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",US SENATOR,SCATTERING,0,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",REP IN CONGRESS DISTRICT 3,REBECCA COOKE (DEMOCRATIC),129,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",REP IN CONGRESS DISTRICT 3,DERRICK VAN ORDEN (REPUBLICAN),304,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",REP IN CONGRESS DISTRICT 3,SCATTERING,0,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",REPRESENTATIVE IN CONGRESS - DIST 7,KYLE KILBOURN (DEMOCRATICC),NA,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",REPRESENTATIVE IN CONGRESS - DIST 7,TOM TIFFANY (REPUBLICAN),NA,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",REPRESENTATIVE IN CONGRESS - DIST 7,SCATTERING,NA,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",STATE SENATOR - DIST 24,COLLIN MCNAMARA (DEMOCRATIC),111,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",STATE SENATOR - DIST 24,PATRICK TESTIN (REPUBLICAN),322,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",STATE SENATOR - DIST 24,SCATTERING,0,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",STATE SENATOR - DIST 32,BRAD PFAFF (DEMOCRATIC),NA,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",STATE SENATOR - DIST 32,STACY KLEIN (REPUBLICAN),NA,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",STATE SENATOR - DIST 32,SCATTERING,NA,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",REPRESENTATIVE TO THE ASSEMBLY - DIST 70,REMY GOMEZ (DEMOCRATIC),95,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",REPRESENTATIVE TO THE ASSEMBLY - DIST 70,NANCY LYNN VANDERMEER (REPUBLICAN),343,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",REPRESENTATIVE TO THE ASSEMBLY - DIST 70,SCATTERING,1,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",REPRESENTATIVE TO THE ASSEMBLY - DIST 95,JILL BILLINGS (DEMOCRATIC),NA,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",REPRESENTATIVE TO THE ASSEMBLY - DIST 95,CEDRIC SCHNITZLER (REPUBLICAN),NA,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",REPRESENTATIVE TO THE ASSEMBLY - DIST 95,SCATTERING,NA,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",DISTRICT ATTORNEY,KEVIN CRONINGER (REPUBLICAN),380,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",DISTRICT ATTORNEY,SCATTERING,3,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",COUNTY CLERK,SHELLEY R. BOHL (REPUBLICAN),399,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",COUNTY CLERK,SCATTERING,1,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",TREASURER,MINDY HEMMERSBACH (REPUBLICAN),393,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",TREASURER,SCATTERING,1,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",REGISTER OF DEEDS,DEB BRANDT (REPUBLICAN),402,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",REGISTER OF DEEDS,SCATTERING,1,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",STATE REFERENDA,YES,353,MONROE,GREENFIELD
T,"T GREENFIELD WARDS 1,2",STATE REFERENDA,NO,78,MONROE,GREENFIELD
T,T JEFFERSON WARDS,PRESIDENT/VICE PRESIDENT,KAMALA D. HARRIS/ TIM WALZ (DEMOCRATIC),115,MONROE,JEFFERSON
T,T JEFFERSON WARDS,PRESIDENT/VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),206,MONROE,JEFFERSON
T,T JEFFERSON WARDS,PRESIDENT/VICE PRESIDENT,RANDALL TERRY/ STEPHEN BRODEN (CONSTITUTION),2,MONROE,JEFFERSON
T,T JEFFERSON WARDS,PRESIDENT/VICE PRESIDENT,CHASE RUSSELL OLIVER/ MIKE TER MAAT (LIBERTARIAN),0,MONROE,JEFFERSON
T,T JEFFERSON WARDS,PRESIDENT/VICE PRESIDENT,JILL STEIN/ RUDOLPH WARE (WISCONSIN GREEN),0,MONROE,JEFFERSON
T,T JEFFERSON WARDS,PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ/KARINA GARCIA (PARTY OF SOCIALISM AND LIBERATION),0,MONROE,JEFFERSON
T,T JEFFERSON WARDS,PRESIDENT/VICE PRESIDENT,CORNEL WEST/ MELINA ABDULLAH (JUSTICE FOR ALL),0,MONROE,JEFFERSON
T,T JEFFERSON WARDS,PRESIDENT/VICE PRESIDENT,ROBERT F. KENNEDY JR./ NICOLE SHANAHAN (WE THE PEOPLE),0,MONROE,JEFFERSON
T,T JEFFERSON WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN PETER SONSKI / LAUREN ONAK (INDEPENDENT),5,MONROE,JEFFERSON
T,T JEFFERSON WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN CHERUNDA LYNN FOX (INDEPENDENT),0,MONROE,JEFFERSON
T,T JEFFERSON WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN BRIAN KIENITZ (INDEPENDENT),0,MONROE,JEFFERSON
T,T JEFFERSON WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT),0,MONROE,JEFFERSON
T,T JEFFERSON WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY (INDEPENDENT),0,MONROE,JEFFERSON
T,T JEFFERSON WARDS,PRESIDENT/VICE PRESIDENT,"REG WRITE-IN ANDRE RAMONE MCNEIL, SR. (INDEPENDENT)",0,MONROE,JEFFERSON
T,T JEFFERSON WARDS,PRESIDENT/VICE PRESIDENT,SCATTERING,3,MONROE,JEFFERSON
T,T JEFFERSON WARDS,US SENATOR,TAMMY BALDWIN (DEMOCRATIC),122,MONROE,JEFFERSON
T,T JEFFERSON WARDS,US SENATOR,ERIC HOVDE (REPUBLICAN),203,MONROE,JEFFERSON
T,T JEFFERSON WARDS,US SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),1,MONROE,JEFFERSON
T,T JEFFERSON WARDS,US SENATOR,THOMAS LEAGER (AMERICA FIRST),4,MONROE,JEFFERSON
T,T JEFFERSON WARDS,US SENATOR,REG WRITE-IN JOHN SCHIESS (INDEPENDENT),0,MONROE,JEFFERSON
T,T JEFFERSON WARDS,US SENATOR,SCATTERING,1,MONROE,JEFFERSON
T,T JEFFERSON WARDS,REP IN CONGRESS DISTRICT 3,REBECCA COOKE (DEMOCRATIC),126,MONROE,JEFFERSON
T,T JEFFERSON WARDS,REP IN CONGRESS DISTRICT 3,DERRICK VAN ORDEN (REPUBLICAN),202,MONROE,JEFFERSON
T,T JEFFERSON WARDS,REP IN CONGRESS DISTRICT 3,SCATTERING,3,MONROE,JEFFERSON
T,T JEFFERSON WARDS,REPRESENTATIVE IN CONGRESS - DIST 7,KYLE KILBOURN (DEMOCRATICC),NA,MONROE,JEFFERSON
T,T JEFFERSON WARDS,REPRESENTATIVE IN CONGRESS - DIST 7,TOM TIFFANY (REPUBLICAN),NA,MONROE,JEFFERSON
T,T JEFFERSON WARDS,REPRESENTATIVE IN CONGRESS - DIST 7,SCATTERING,NA,MONROE,JEFFERSON
T,T JEFFERSON WARDS,STATE SENATOR - DIST 24,COLLIN MCNAMARA (DEMOCRATIC),NA,MONROE,JEFFERSON
T,T JEFFERSON WARDS,STATE SENATOR - DIST 24,PATRICK TESTIN (REPUBLICAN),NA,MONROE,JEFFERSON
T,T JEFFERSON WARDS,STATE SENATOR - DIST 24,SCATTERING,NA,MONROE,JEFFERSON
T,T JEFFERSON WARDS,STATE SENATOR - DIST 32,BRAD PFAFF (DEMOCRATIC),118,MONROE,JEFFERSON
T,T JEFFERSON WARDS,STATE SENATOR - DIST 32,STACY KLEIN (REPUBLICAN),204,MONROE,JEFFERSON
T,T JEFFERSON WARDS,STATE SENATOR - DIST 32,SCATTERING,9,MONROE,JEFFERSON
T,T JEFFERSON WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 70,REMY GOMEZ (DEMOCRATIC),NA,MONROE,JEFFERSON
T,T JEFFERSON WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 70,NANCY LYNN VANDERMEER (REPUBLICAN),NA,MONROE,JEFFERSON
T,T JEFFERSON WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 70,SCATTERING,NA,MONROE,JEFFERSON
T,T JEFFERSON WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 95,JILL BILLINGS (DEMOCRATIC),106,MONROE,JEFFERSON
T,T JEFFERSON WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 95,CEDRIC SCHNITZLER (REPUBLICAN),224,MONROE,JEFFERSON
T,T JEFFERSON WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 95,SCATTERING,1,MONROE,JEFFERSON
T,T JEFFERSON WARDS,DISTRICT ATTORNEY,KEVIN CRONINGER (REPUBLICAN),293,MONROE,JEFFERSON
T,T JEFFERSON WARDS,DISTRICT ATTORNEY,SCATTERING,37,MONROE,JEFFERSON
T,T JEFFERSON WARDS,COUNTY CLERK,SHELLEY R. BOHL (REPUBLICAN),292,MONROE,JEFFERSON
T,T JEFFERSON WARDS,COUNTY CLERK,SCATTERING,38,MONROE,JEFFERSON
T,T JEFFERSON WARDS,TREASURER,MINDY HEMMERSBACH (REPUBLICAN),296,MONROE,JEFFERSON
T,T JEFFERSON WARDS,TREASURER,SCATTERING,35,MONROE,JEFFERSON
T,T JEFFERSON WARDS,REGISTER OF DEEDS,DEB BRANDT (REPUBLICAN),291,MONROE,JEFFERSON
T,T JEFFERSON WARDS,REGISTER OF DEEDS,SCATTERING,39,MONROE,JEFFERSON
T,T JEFFERSON WARDS,STATE REFERENDA,YES,265,MONROE,JEFFERSON
T,T JEFFERSON WARDS,STATE REFERENDA,NO,59,MONROE,JEFFERSON
T,T LAFAYETTE WARDS,PRESIDENT/VICE PRESIDENT,KAMALA D. HARRIS/ TIM WALZ (DEMOCRATIC),66,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,PRESIDENT/VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),151,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,PRESIDENT/VICE PRESIDENT,RANDALL TERRY/ STEPHEN BRODEN (CONSTITUTION),0,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,PRESIDENT/VICE PRESIDENT,CHASE RUSSELL OLIVER/ MIKE TER MAAT (LIBERTARIAN),0,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,PRESIDENT/VICE PRESIDENT,JILL STEIN/ RUDOLPH WARE (WISCONSIN GREEN),1,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ/KARINA GARCIA (PARTY OF SOCIALISM AND LIBERATION),0,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,PRESIDENT/VICE PRESIDENT,CORNEL WEST/ MELINA ABDULLAH (JUSTICE FOR ALL),0,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,PRESIDENT/VICE PRESIDENT,ROBERT F. KENNEDY JR./ NICOLE SHANAHAN (WE THE PEOPLE),1,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN PETER SONSKI / LAUREN ONAK (INDEPENDENT),0,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN CHERUNDA LYNN FOX (INDEPENDENT),0,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN BRIAN KIENITZ (INDEPENDENT),0,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT),0,MONROE,LAFAYETTE
