contest,candidate,reporting_unit,votes,county,ctv,municipality
PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (REG. WRITE-IN),TOWN OF FIFIELD WARD 1,NA,PRICE,T,FIFIELD 
PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (REG. WRITE-IN),TOWN OF FIFIELD WARD 2,NA,PRICE,T,FIFIELD 
PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (REG. WRITE-IN),TOWN OF FLAMBEAU,NA,PRICE,T,FLAMBEAU
PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (REG. WRITE-IN),TOWN OF GEORGETOWN,NA,PRICE,T,GEORGETOWN
PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (REG. WRITE-IN),TOWN OF HACKETT,NA,PRICE,T,HACKETT
PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (REG. WRITE-IN),TOWN OF HARMONY,NA,PRICE,T,HARMONY
PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (REG. WRITE-IN),TOWN OF HILL,NA,PRICE,T,HILL
PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (REG. WRITE-IN),TOWN OF KENNAN,NA,PRICE,T,KENNAN
PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (REG. WRITE-IN),TOWN OF KNOX,NA,PRICE,T,KNOX
PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (REG. WRITE-IN),TOWN OF LAKE,NA,PRICE,T,LAKE
PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (REG. WRITE-IN),TOWN OF OGEMA,NA,PRICE,T,OGEMA
PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (REG. WRITE-IN),TOWN OF PRENTICE,NA,PRICE,T,PRENTICE
PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (REG. WRITE-IN),TOWN OF SPIRIT,NA,PRICE,T,SPIRIT
PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (REG. WRITE-IN),TOWN OF WORCESTER,NA,PRICE,T,WORCESTER
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (REG. WRITE-IN),CITY OF PARK FALLS,NA,PRICE,C,PARK FALLS
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (REG. WRITE-IN),CITY OF PHILLIPS,NA,PRICE,C,PHILLIPS
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (REG. WRITE-IN),VILLAGE OF CATAWBA,NA,PRICE,V,CATAWBA
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (REG. WRITE-IN),VILLAGE OF KENNAN,NA,PRICE,V,KENNAN
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (REG. WRITE-IN),VILLAGE OF PRENTICE,NA,PRICE,V,PRENTICE
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (REG. WRITE-IN),TOWN OF CATAWBA,NA,PRICE,T,CATAWBA
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (REG. WRITE-IN),TOWN OF EISENSTEIN,NA,PRICE,T,EISENSTEIN
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (REG. WRITE-IN),TOWN OF ELK,NA,PRICE,T,ELK
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (REG. WRITE-IN),TOWN OF EMERY,NA,PRICE,T,EMERY
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (REG. WRITE-IN),TOWN OF FIFIELD WARD 1,NA,PRICE,T,FIFIELD 
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (REG. WRITE-IN),TOWN OF FIFIELD WARD 2,NA,PRICE,T,FIFIELD 
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (REG. WRITE-IN),TOWN OF FLAMBEAU,NA,PRICE,T,FLAMBEAU
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (REG. WRITE-IN),TOWN OF GEORGETOWN,NA,PRICE,T,GEORGETOWN
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (REG. WRITE-IN),TOWN OF HACKETT,NA,PRICE,T,HACKETT
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (REG. WRITE-IN),TOWN OF HARMONY,NA,PRICE,T,HARMONY
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (REG. WRITE-IN),TOWN OF HILL,NA,PRICE,T,HILL
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (REG. WRITE-IN),TOWN OF KENNAN,NA,PRICE,T,KENNAN
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (REG. WRITE-IN),TOWN OF KNOX,NA,PRICE,T,KNOX
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (REG. WRITE-IN),TOWN OF LAKE,NA,PRICE,T,LAKE
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (REG. WRITE-IN),TOWN OF OGEMA,NA,PRICE,T,OGEMA
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (REG. WRITE-IN),TOWN OF PRENTICE,NA,PRICE,T,PRENTICE
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (REG. WRITE-IN),TOWN OF SPIRIT,NA,PRICE,T,SPIRIT
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (REG. WRITE-IN),TOWN OF WORCESTER,NA,PRICE,T,WORCESTER
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (REG. WRITE-IN),CITY OF PARK FALLS,NA,PRICE,C,PARK FALLS
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (REG. WRITE-IN),CITY OF PHILLIPS,NA,PRICE,C,PHILLIPS
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (REG. WRITE-IN),VILLAGE OF CATAWBA,NA,PRICE,V,CATAWBA
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (REG. WRITE-IN),VILLAGE OF KENNAN,NA,PRICE,V,KENNAN
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (REG. WRITE-IN),VILLAGE OF PRENTICE,NA,PRICE,V,PRENTICE
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (REG. WRITE-IN),TOWN OF CATAWBA,NA,PRICE,T,CATAWBA
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (REG. WRITE-IN),TOWN OF EISENSTEIN,NA,PRICE,T,EISENSTEIN
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (REG. WRITE-IN),TOWN OF ELK,NA,PRICE,T,ELK
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (REG. WRITE-IN),TOWN OF EMERY,NA,PRICE,T,EMERY
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (REG. WRITE-IN),TOWN OF FIFIELD WARD 1,NA,PRICE,T,FIFIELD 
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (REG. WRITE-IN),TOWN OF FIFIELD WARD 2,NA,PRICE,T,FIFIELD 
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (REG. WRITE-IN),TOWN OF FLAMBEAU,NA,PRICE,T,FLAMBEAU
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (REG. WRITE-IN),TOWN OF GEORGETOWN,NA,PRICE,T,GEORGETOWN
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (REG. WRITE-IN),TOWN OF HACKETT,NA,PRICE,T,HACKETT
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (REG. WRITE-IN),TOWN OF HARMONY,NA,PRICE,T,HARMONY
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (REG. WRITE-IN),TOWN OF HILL,NA,PRICE,T,HILL
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (REG. WRITE-IN),TOWN OF KENNAN,NA,PRICE,T,KENNAN
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (REG. WRITE-IN),TOWN OF KNOX,NA,PRICE,T,KNOX
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (REG. WRITE-IN),TOWN OF LAKE,NA,PRICE,T,LAKE
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (REG. WRITE-IN),TOWN OF OGEMA,NA,PRICE,T,OGEMA
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (REG. WRITE-IN),TOWN OF PRENTICE,NA,PRICE,T,PRENTICE
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (REG. WRITE-IN),TOWN OF SPIRIT,NA,PRICE,T,SPIRIT
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (REG. WRITE-IN),TOWN OF WORCESTER,NA,PRICE,T,WORCESTER
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (REG. WRITE-IN),CITY OF PARK FALLS,NA,PRICE,C,PARK FALLS
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (REG. WRITE-IN),CITY OF PHILLIPS,NA,PRICE,C,PHILLIPS
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (REG. WRITE-IN),VILLAGE OF CATAWBA,NA,PRICE,V,CATAWBA
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (REG. WRITE-IN),VILLAGE OF KENNAN,NA,PRICE,V,KENNAN
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (REG. WRITE-IN),VILLAGE OF PRENTICE,NA,PRICE,V,PRENTICE
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (REG. WRITE-IN),TOWN OF CATAWBA,NA,PRICE,T,CATAWBA
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (REG. WRITE-IN),TOWN OF EISENSTEIN,NA,PRICE,T,EISENSTEIN
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (REG. WRITE-IN),TOWN OF ELK,NA,PRICE,T,ELK
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (REG. WRITE-IN),TOWN OF EMERY,NA,PRICE,T,EMERY
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (REG. WRITE-IN),TOWN OF FIFIELD WARD 1,NA,PRICE,T,FIFIELD 
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (REG. WRITE-IN),TOWN OF FIFIELD WARD 2,NA,PRICE,T,FIFIELD 
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (REG. WRITE-IN),TOWN OF FLAMBEAU,NA,PRICE,T,FLAMBEAU
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (REG. WRITE-IN),TOWN OF GEORGETOWN,NA,PRICE,T,GEORGETOWN
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (REG. WRITE-IN),TOWN OF HACKETT,NA,PRICE,T,HACKETT
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (REG. WRITE-IN),TOWN OF HARMONY,NA,PRICE,T,HARMONY
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (REG. WRITE-IN),TOWN OF HILL,NA,PRICE,T,HILL
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (REG. WRITE-IN),TOWN OF KENNAN,NA,PRICE,T,KENNAN
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (REG. WRITE-IN),TOWN OF KNOX,NA,PRICE,T,KNOX
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (REG. WRITE-IN),TOWN OF LAKE,NA,PRICE,T,LAKE
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (REG. WRITE-IN),TOWN OF OGEMA,NA,PRICE,T,OGEMA
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (REG. WRITE-IN),TOWN OF PRENTICE,NA,PRICE,T,PRENTICE
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (REG. WRITE-IN),TOWN OF SPIRIT,NA,PRICE,T,SPIRIT
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (REG. WRITE-IN),TOWN OF WORCESTER,NA,PRICE,T,WORCESTER
PRESIDENT / VICE PRESIDENT,FUTURE MADAME POTUS / JESSICA KENNEDY (REG. WRITE-IN),CITY OF PARK FALLS,NA,PRICE,C,PARK FALLS
PRESIDENT / VICE PRESIDENT,FUTURE MADAME POTUS / JESSICA KENNEDY (REG. WRITE-IN),CITY OF PHILLIPS,NA,PRICE,C,PHILLIPS
PRESIDENT / VICE PRESIDENT,FUTURE MADAME POTUS / JESSICA KENNEDY (REG. WRITE-IN),VILLAGE OF CATAWBA,NA,PRICE,V,CATAWBA
PRESIDENT / VICE PRESIDENT,FUTURE MADAME POTUS / JESSICA KENNEDY (REG. WRITE-IN),VILLAGE OF KENNAN,NA,PRICE,V,KENNAN
PRESIDENT / VICE PRESIDENT,FUTURE MADAME POTUS / JESSICA KENNEDY (REG. WRITE-IN),VILLAGE OF PRENTICE,NA,PRICE,V,PRENTICE
PRESIDENT / VICE PRESIDENT,FUTURE MADAME POTUS / JESSICA KENNEDY (REG. WRITE-IN),TOWN OF CATAWBA,NA,PRICE,T,CATAWBA
PRESIDENT / VICE PRESIDENT,FUTURE MADAME POTUS / JESSICA KENNEDY (REG. WRITE-IN),TOWN OF EISENSTEIN,NA,PRICE,T,EISENSTEIN
PRESIDENT / VICE PRESIDENT,FUTURE MADAME POTUS / JESSICA KENNEDY (REG. WRITE-IN),TOWN OF ELK,NA,PRICE,T,ELK
PRESIDENT / VICE PRESIDENT,FUTURE MADAME POTUS / JESSICA KENNEDY (REG. WRITE-IN),TOWN OF EMERY,NA,PRICE,T,EMERY
PRESIDENT / VICE PRESIDENT,FUTURE MADAME POTUS / JESSICA KENNEDY (REG. WRITE-IN),TOWN OF FIFIELD WARD 1,NA,PRICE,T,FIFIELD 
PRESIDENT / VICE PRESIDENT,FUTURE MADAME POTUS / JESSICA KENNEDY (REG. WRITE-IN),TOWN OF FIFIELD WARD 2,NA,PRICE,T,FIFIELD 
PRESIDENT / VICE PRESIDENT,FUTURE MADAME POTUS / JESSICA KENNEDY (REG. WRITE-IN),TOWN OF FLAMBEAU,NA,PRICE,T,FLAMBEAU
PRESIDENT / VICE PRESIDENT,FUTURE MADAME POTUS / JESSICA KENNEDY (REG. WRITE-IN),TOWN OF GEORGETOWN,NA,PRICE,T,GEORGETOWN
PRESIDENT / VICE PRESIDENT,FUTURE MADAME POTUS / JESSICA KENNEDY (REG. WRITE-IN),TOWN OF HACKETT,NA,PRICE,T,HACKETT
PRESIDENT / VICE PRESIDENT,FUTURE MADAME POTUS / JESSICA KENNEDY (REG. WRITE-IN),TOWN OF HARMONY,NA,PRICE,T,HARMONY
PRESIDENT / VICE PRESIDENT,FUTURE MADAME POTUS / JESSICA KENNEDY (REG. WRITE-IN),TOWN OF HILL,NA,PRICE,T,HILL
PRESIDENT / VICE PRESIDENT,FUTURE MADAME POTUS / JESSICA KENNEDY (REG. WRITE-IN),TOWN OF KENNAN,NA,PRICE,T,KENNAN
PRESIDENT / VICE PRESIDENT,FUTURE MADAME POTUS / JESSICA KENNEDY (REG. WRITE-IN),TOWN OF KNOX,NA,PRICE,T,KNOX
PRESIDENT / VICE PRESIDENT,FUTURE MADAME POTUS / JESSICA KENNEDY (REG. WRITE-IN),TOWN OF LAKE,NA,PRICE,T,LAKE
PRESIDENT / VICE PRESIDENT,FUTURE MADAME POTUS / JESSICA KENNEDY (REG. WRITE-IN),TOWN OF OGEMA,NA,PRICE,T,OGEMA
PRESIDENT / VICE PRESIDENT,FUTURE MADAME POTUS / JESSICA KENNEDY (REG. WRITE-IN),TOWN OF PRENTICE,NA,PRICE,T,PRENTICE
PRESIDENT / VICE PRESIDENT,FUTURE MADAME POTUS / JESSICA KENNEDY (REG. WRITE-IN),TOWN OF SPIRIT,NA,PRICE,T,SPIRIT
PRESIDENT / VICE PRESIDENT,FUTURE MADAME POTUS / JESSICA KENNEDY (REG. WRITE-IN),TOWN OF WORCESTER,NA,PRICE,T,WORCESTER
PRESIDENT / VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (REG. WRITE-IN)",CITY OF PARK FALLS,NA,PRICE,C,PARK FALLS
PRESIDENT / VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (REG. WRITE-IN)",CITY OF PHILLIPS,NA,PRICE,C,PHILLIPS
PRESIDENT / VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (REG. WRITE-IN)",VILLAGE OF CATAWBA,NA,PRICE,V,CATAWBA
PRESIDENT / VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (REG. WRITE-IN)",VILLAGE OF KENNAN,NA,PRICE,V,KENNAN
PRESIDENT / VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (REG. WRITE-IN)",VILLAGE OF PRENTICE,NA,PRICE,V,PRENTICE
PRESIDENT / VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (REG. WRITE-IN)",TOWN OF CATAWBA,NA,PRICE,T,CATAWBA
PRESIDENT / VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (REG. WRITE-IN)",TOWN OF EISENSTEIN,NA,PRICE,T,EISENSTEIN
PRESIDENT / VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (REG. WRITE-IN)",TOWN OF ELK,NA,PRICE,T,ELK
PRESIDENT / VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (REG. WRITE-IN)",TOWN OF EMERY,NA,PRICE,T,EMERY
PRESIDENT / VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (REG. WRITE-IN)",TOWN OF FIFIELD WARD 1,NA,PRICE,T,FIFIELD 
PRESIDENT / VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (REG. WRITE-IN)",TOWN OF FIFIELD WARD 2,NA,PRICE,T,FIFIELD 
PRESIDENT / VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (REG. WRITE-IN)",TOWN OF FLAMBEAU,NA,PRICE,T,FLAMBEAU
PRESIDENT / VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (REG. WRITE-IN)",TOWN OF GEORGETOWN,NA,PRICE,T,GEORGETOWN
PRESIDENT / VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (REG. WRITE-IN)",TOWN OF HACKETT,NA,PRICE,T,HACKETT
PRESIDENT / VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (REG. WRITE-IN)",TOWN OF HARMONY,NA,PRICE,T,HARMONY
PRESIDENT / VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (REG. WRITE-IN)",TOWN OF HILL,NA,PRICE,T,HILL
PRESIDENT / VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (REG. WRITE-IN)",TOWN OF KENNAN,NA,PRICE,T,KENNAN
PRESIDENT / VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (REG. WRITE-IN)",TOWN OF KNOX,NA,PRICE,T,KNOX
PRESIDENT / VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (REG. WRITE-IN)",TOWN OF LAKE,NA,PRICE,T,LAKE
PRESIDENT / VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (REG. WRITE-IN)",TOWN OF OGEMA,NA,PRICE,T,OGEMA
PRESIDENT / VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (REG. WRITE-IN)",TOWN OF PRENTICE,NA,PRICE,T,PRENTICE
PRESIDENT / VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (REG. WRITE-IN)",TOWN OF SPIRIT,NA,PRICE,T,SPIRIT
PRESIDENT / VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (REG. WRITE-IN)",TOWN OF WORCESTER,NA,PRICE,T,WORCESTER
UNITED STATES SENATOR,TAMMY BALDWIN,CITY OF PARK FALLS,522,PRICE,C,PARK FALLS
UNITED STATES SENATOR,TAMMY BALDWIN,CITY OF PHILLIPS,287,PRICE,C,PHILLIPS
UNITED STATES SENATOR,TAMMY BALDWIN,VILLAGE OF CATAWBA,30,PRICE,V,CATAWBA
UNITED STATES SENATOR,TAMMY BALDWIN,VILLAGE OF KENNAN,25,PRICE,V,KENNAN
UNITED STATES SENATOR,TAMMY BALDWIN,VILLAGE OF PRENTICE,102,PRICE,V,PRENTICE
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN OF CATAWBA,57,PRICE,T,CATAWBA
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN OF EISENSTEIN,161,PRICE,T,EISENSTEIN
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN OF ELK,265,PRICE,T,ELK
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN OF EMERY,73,PRICE,T,EMERY
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN OF FIFIELD WARD 1,167,PRICE,T,FIFIELD 
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN OF FIFIELD WARD 2,92,PRICE,T,FIFIELD 
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN OF FLAMBEAU,126,PRICE,T,FLAMBEAU
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN OF GEORGETOWN,26,PRICE,T,GEORGETOWN
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN OF HACKETT,38,PRICE,T,HACKETT
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN OF HARMONY,48,PRICE,T,HARMONY
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN OF HILL,71,PRICE,T,HILL
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN OF KENNAN,62,PRICE,T,KENNAN
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN OF KNOX,68,PRICE,T,KNOX
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN OF LAKE,315,PRICE,T,LAKE
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN OF OGEMA,118,PRICE,T,OGEMA
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN OF PRENTICE,79,PRICE,T,PRENTICE
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN OF SPIRIT,74,PRICE,T,SPIRIT
UNITED STATES SENATOR,TAMMY BALDWIN,TOWN OF WORCESTER,365,PRICE,T,WORCESTER
UNITED STATES SENATOR,ERIC HOVDE,CITY OF PARK FALLS,621,PRICE,C,PARK FALLS
UNITED STATES SENATOR,ERIC HOVDE,CITY OF PHILLIPS,391,PRICE,C,PHILLIPS
UNITED STATES SENATOR,ERIC HOVDE,VILLAGE OF CATAWBA,46,PRICE,V,CATAWBA
UNITED STATES SENATOR,ERIC HOVDE,VILLAGE OF KENNAN,56,PRICE,V,KENNAN
UNITED STATES SENATOR,ERIC HOVDE,VILLAGE OF PRENTICE,215,PRICE,V,PRENTICE
UNITED STATES SENATOR,ERIC HOVDE,TOWN OF CATAWBA,114,PRICE,T,CATAWBA
UNITED STATES SENATOR,ERIC HOVDE,TOWN OF EISENSTEIN,242,PRICE,T,EISENSTEIN
UNITED STATES SENATOR,ERIC HOVDE,TOWN OF ELK,439,PRICE,T,ELK
UNITED STATES SENATOR,ERIC HOVDE,TOWN OF EMERY,130,PRICE,T,EMERY
UNITED STATES SENATOR,ERIC HOVDE,TOWN OF FIFIELD WARD 1,258,PRICE,T,FIFIELD 
UNITED STATES SENATOR,ERIC HOVDE,TOWN OF FIFIELD WARD 2,150,PRICE,T,FIFIELD 
UNITED STATES SENATOR,ERIC HOVDE,TOWN OF FLAMBEAU,265,PRICE,T,FLAMBEAU
UNITED STATES SENATOR,ERIC HOVDE,TOWN OF GEORGETOWN,63,PRICE,T,GEORGETOWN
UNITED STATES SENATOR,ERIC HOVDE,TOWN OF HACKETT,84,PRICE,T,HACKETT
UNITED STATES SENATOR,ERIC HOVDE,TOWN OF HARMONY,90,PRICE,T,HARMONY
UNITED STATES SENATOR,ERIC HOVDE,TOWN OF HILL,172,PRICE,T,HILL
UNITED STATES SENATOR,ERIC HOVDE,TOWN OF KENNAN,140,PRICE,T,KENNAN
UNITED STATES SENATOR,ERIC HOVDE,TOWN OF KNOX,149,PRICE,T,KNOX
UNITED STATES SENATOR,ERIC HOVDE,TOWN OF LAKE,436,PRICE,T,LAKE
UNITED STATES SENATOR,ERIC HOVDE,TOWN OF OGEMA,328,PRICE,T,OGEMA
UNITED STATES SENATOR,ERIC HOVDE,TOWN OF PRENTICE,193,PRICE,T,PRENTICE
UNITED STATES SENATOR,ERIC HOVDE,TOWN OF SPIRIT,155,PRICE,T,SPIRIT
UNITED STATES SENATOR,ERIC HOVDE,TOWN OF WORCESTER,702,PRICE,T,WORCESTER
UNITED STATES SENATOR,PHIL ANDERSON,CITY OF PARK FALLS,11,PRICE,C,PARK FALLS
UNITED STATES SENATOR,PHIL ANDERSON,CITY OF PHILLIPS,11,PRICE,C,PHILLIPS
UNITED STATES SENATOR,PHIL ANDERSON,VILLAGE OF CATAWBA,1,PRICE,V,CATAWBA
UNITED STATES SENATOR,PHIL ANDERSON,VILLAGE OF KENNAN,1,PRICE,V,KENNAN
UNITED STATES SENATOR,PHIL ANDERSON,VILLAGE OF PRENTICE,4,PRICE,V,PRENTICE
UNITED STATES SENATOR,PHIL ANDERSON,TOWN OF CATAWBA,3,PRICE,T,CATAWBA
UNITED STATES SENATOR,PHIL ANDERSON,TOWN OF EISENSTEIN,3,PRICE,T,EISENSTEIN
UNITED STATES SENATOR,PHIL ANDERSON,TOWN OF ELK,12,PRICE,T,ELK
UNITED STATES SENATOR,PHIL ANDERSON,TOWN OF EMERY,2,PRICE,T,EMERY
UNITED STATES SENATOR,PHIL ANDERSON,TOWN OF FIFIELD WARD 1,5,PRICE,T,FIFIELD 
UNITED STATES SENATOR,PHIL ANDERSON,TOWN OF FIFIELD WARD 2,2,PRICE,T,FIFIELD 
UNITED STATES SENATOR,PHIL ANDERSON,TOWN OF FLAMBEAU,NA,PRICE,T,FLAMBEAU
UNITED STATES SENATOR,PHIL ANDERSON,TOWN OF GEORGETOWN,1,PRICE,T,GEORGETOWN
UNITED STATES SENATOR,PHIL ANDERSON,TOWN OF HACKETT,NA,PRICE,T,HACKETT
UNITED STATES SENATOR,PHIL ANDERSON,TOWN OF HARMONY,1,PRICE,T,HARMONY
UNITED STATES SENATOR,PHIL ANDERSON,TOWN OF HILL,3,PRICE,T,HILL
UNITED STATES SENATOR,PHIL ANDERSON,TOWN OF KENNAN,NA,PRICE,T,KENNAN
UNITED STATES SENATOR,PHIL ANDERSON,TOWN OF KNOX,3,PRICE,T,KNOX
UNITED STATES SENATOR,PHIL ANDERSON,TOWN OF LAKE,7,PRICE,T,LAKE
UNITED STATES SENATOR,PHIL ANDERSON,TOWN OF OGEMA,3,PRICE,T,OGEMA
UNITED STATES SENATOR,PHIL ANDERSON,TOWN OF PRENTICE,3,PRICE,T,PRENTICE
UNITED STATES SENATOR,PHIL ANDERSON,TOWN OF SPIRIT,3,PRICE,T,SPIRIT
UNITED STATES SENATOR,PHIL ANDERSON,TOWN OF WORCESTER,14,PRICE,T,WORCESTER
